entry_date,exit_date,ticker,entry_price,exit_price,shares,pnl,return_pct,exit_reason
2020-01-02,2020-01-09,XLK,88.83305358886719,89.9554672241211,187,209.89134979248047,1.2635090092125045,REBALANCE
2020-01-02,2020-01-09,XLF,27.882179260253906,27.73863983154297,597,-85.69303894042969,-0.5148070650114245,REBALANCE
2020-01-02,2020-01-09,XLV,93.08026885986328,93.66354370117188,179,104.40619659423828,0.6266363950739651,REBALANCE
2020-01-09,2020-01-16,XLC,52.4413948059082,53.255760192871094,318,258.9681930541992,1.5529056577860967,REBALANCE
2020-01-09,2020-01-16,XLK,89.9554672241211,91.76277160644531,185,334.35131072998047,2.0091101053606675,REBALANCE
2020-01-09,2020-01-16,XLU,53.64417266845703,55.373016357421875,311,537.6703872680664,3.2227986805758224,REBALANCE
2020-01-16,2020-01-24,XLRE,32.65447235107422,33.026100158691406,516,191.75994873046875,1.1380609786670215,REBALANCE
2020-01-16,2020-01-24,XLU,55.373016357421875,57.0934944152832,304,523.0253295898438,3.1070694194370363,REBALANCE
2020-01-16,2020-01-24,XLK,91.76277160644531,92.67591094970703,183,167.10449981689453,0.995108721408311,REBALANCE
2020-01-24,2020-01-31,XLU,57.0934944152832,57.611324310302734,298,154.3133087158203,0.9069858139229892,REBALANCE
2020-01-24,2020-01-31,XLRE,33.026100158691406,32.39845657348633,515,-323.23644638061523,-1.900447168116226,REBALANCE
2020-01-24,2020-01-31,XLK,92.67591094970703,90.67839050292969,183,-365.5462417602539,-2.1553825868098064,REBALANCE
2020-01-31,2020-02-07,XLU,57.611324310302734,57.28559875488281,291,-94.78613662719727,-0.5653845998497053,REBALANCE
2020-01-31,2020-02-07,XLP,54.3175163269043,55.24604034423828,309,286.9139213562012,1.7094375445036114,REBALANCE
2020-01-31,2020-02-07,XLRE,32.39845657348633,32.98481369018555,519,304.31934356689453,1.8098304015478073,REBALANCE
2020-02-07,2020-02-14,XLK,94.82563018798828,96.98489379882812,178,384.3489227294922,2.277088595730059,REBALANCE
2020-02-07,2020-02-14,XLB,53.50297546386719,53.87694549560547,315,117.8005599975586,0.6989705310704419,REBALANCE
2020-02-07,2020-02-14,XLV,93.90961456298828,94.72074890136719,179,145.19304656982422,0.8637393968163432,REBALANCE
2020-02-14,2020-02-24,XLRE,34.58698654174805,34.16578674316406,491,-206.80910110473633,-1.2177984863630087,REBALANCE
2020-02-14,2020-02-24,XLU,58.7889404296875,58.05396270751953,289,-212.40856170654297,-1.2501972595458044,REBALANCE
2020-02-14,2020-02-24,XLK,96.98489379882812,90.67839050292969,175,-1103.6380767822266,-6.502562459860773,REBALANCE
2020-02-24,2020-02-27,XLRE,34.16578674316406,31.151412963867188,482,-1452.9281616210938,-8.822784623567891,STOP_LOSS
2020-02-24,2020-02-27,XLU,58.05396270751953,53.72769546508789,284,-1228.659896850586,-7.4521480372110265,STOP_LOSS
2020-02-24,2020-02-27,XLP,54.300331115722656,50.861427307128906,303,-1041.9878540039062,-6.333117566566759,STOP_LOSS
2020-03-02,2020-03-06,XLC,49.733154296875,47.176422119140625,306,-782.3600463867188,-5.140900901785406,STOP_LOSS
2020-03-02,2020-03-09,XLK,88.91867065429688,78.1510238647461,171,-1841.2676010131836,-12.109545397292154,REBALANCE
2020-03-02,2020-03-09,XLV,88.3592529296875,83.93901824951172,172,-760.2803649902344,-5.002571359100571,REBALANCE
2020-03-09,2020-03-12,XLU,53.001075744628906,45.67646789550781,266,-1948.345687866211,-13.81973430956892,STOP_LOSS
2020-03-09,2020-03-12,XLP,50.603511810302734,44.85194396972656,279,-1604.687427520752,-11.36594602789044,STOP_LOSS
2020-03-09,2020-03-12,XLV,83.93901824951172,77.26763916015625,168,-1120.7916870117188,-7.947887917302721,STOP_LOSS
2020-03-16,2020-03-23,XLP,45.36777114868164,42.047943115234375,276,-916.2725372314453,-7.317591209335261,REBALANCE
2020-03-16,2020-03-23,XLV,74.47879028320312,68.33798217773438,168,-1031.65576171875,-8.24504275931246,REBALANCE
2020-03-16,2020-03-23,XLC,38.80549240112305,38.28809356689453,323,-167.11982345581055,-1.3333134105870559,REBALANCE
2020-03-23,2020-03-24,XLK,67.31452178955078,74.20851135253906,176,1213.3421630859375,10.241459613337756,TAKE_PROFIT
2020-03-23,2020-03-25,XLY,83.71392059326172,93.17272186279297,141,1333.6909790039062,11.298958646899893,TAKE_PROFIT
2020-03-23,2020-03-26,XLC,38.28809356689453,42.29542922973633,309,1238.2667198181152,10.466271076778554,TAKE_PROFIT
2020-03-30,2020-04-01,XLU,48.706581115722656,43.93209457397461,256,-1222.2685546875,-9.802549126583692,STOP_LOSS
2020-03-30,2020-04-01,XLRE,26.64215660095215,24.229217529296875,468,-1129.255485534668,-9.056845914527202,STOP_LOSS
2020-03-30,2020-04-06,XLV,81.47988891601562,83.64122009277344,153,330.6836700439453,2.652594653124263,REBALANCE
2020-04-06,2020-04-14,XLE,25.135900497436523,26.920459747314453,467,833.3891696929932,7.09964319782348,REBALANCE
2020-04-06,2020-04-14,XLK,80.0316162109375,85.07063293457031,146,735.6964416503906,6.2962825970571235,REBALANCE
2020-04-06,2020-04-14,XLV,83.64122009277344,88.94378662109375,140,742.3593139648438,6.339657076306149,REBALANCE
