date,portfolio_value,capital,withdrawn,total_value,cot_stance,cot_composite,peak,drawdown,returns
2020-01-02,99918.79837226868,50000.0,0.0,99918.79837226868,NEUTRAL,0,99918.79837226868,0.0,
2020-01-03,99410.10441589355,50000.0,0.0,99410.10441589355,NEUTRAL,0,99918.79837226868,-0.5091073598382123,-0.005091073598382123
2020-01-06,99541.30118751526,50000.0,0.0,99541.30118751526,NEUTRAL,0,99918.79837226868,-0.3778039677248435,0.001319752880178271
2020-01-07,99394.444190979,50000.0,0.0,99394.444190979,NEUTRAL,0,99918.79837226868,-0.5247803114445837,-0.0014753373201301656
2020-01-08,99785.32374763489,50000.0,0.0,99785.32374763489,NEUTRAL,0,99918.79837226868,-0.13358309628234144,0.003932609713122703
2020-01-09,100072.92883110046,50071.46473503113,157.15435791015625,100230.08318901062,NEUTRAL,0,100230.08318901062,0.0,0.0044571628839984445
2020-01-10,100012.12664985657,50071.46473503113,157.15435791015625,100169.28100776672,NEUTRAL,0,100230.08318901062,-0.06066260678366797,-0.0006066260678366797
2020-01-13,100477.65483283997,50071.46473503113,157.15435791015625,100634.80919075012,NEUTRAL,0,100634.80919075012,0.0,0.004647414639497249
2020-01-14,100405.66239356995,50071.46473503113,157.15435791015625,100562.8167514801,NEUTRAL,0,100634.80919075012,-0.07153830751898127,-0.0007153830751898127
2020-01-15,100742.68852806091,50071.46473503113,157.15435791015625,100899.84288597107,NEUTRAL,0,100899.84288597107,0.0,0.00335139910931348
2020-01-16,101112.641746521,50636.95575714111,722.6453800201416,101835.28712654114,NEUTRAL,0,101835.28712654114,0.0,0.009271017811466997
2020-01-17,101363.89540863037,50636.95575714111,722.6453800201416,102086.54078865051,NEUTRAL,0,102086.54078865051,0.0,0.0024672554003521974
2020-01-21,101682.26246643066,50636.95575714111,722.6453800201416,102404.9078464508,NEUTRAL,0,102404.9078464508,0.0,0.0031185997227529683
2020-01-22,101660.14093780518,50636.95575714111,722.6453800201416,102382.78631782532,NEUTRAL,0,102404.9078464508,-0.02160201995266009,-0.0002160201995266009
2020-01-23,102054.48184204102,50636.95575714111,722.6453800201416,102777.12722206116,NEUTRAL,0,102777.12722206116,0.0,0.003851632861521237
2020-01-24,102059.91480255127,51077.909172058105,1163.5987949371338,103223.5135974884,NEUTRAL,0,103223.5135974884,0.0,0.004343246279522761
2020-01-27,101541.45135498047,51077.909172058105,1163.5987949371338,102705.0501499176,NEUTRAL,0,103223.5135974884,-0.5022726213258943,-0.005022726213258943
2020-01-28,101970.4783821106,51077.909172058105,1163.5987949371338,103134.07717704773,NEUTRAL,0,103223.5135974884,-0.08664345682847241,0.004177272943286514
2020-01-29,101969.47476577759,51077.909172058105,1163.5987949371338,103133.07356071472,NEUTRAL,0,103223.5135974884,-0.08761573174727033,-9.731180619199087e-06
2020-01-30,102313.26580429077,51077.909172058105,1163.5987949371338,103476.8645992279,NEUTRAL,0,103476.8645992279,0.0,0.0033334703082497086
2020-01-31,100830.07859039307,50466.2707824707,1240.7543125152588,102070.83290290833,NEUTRAL,0,103476.8645992279,-1.35878846132923,-0.0135878846132923
2020-02-03,100900.68829345703,50466.2707824707,1240.7543125152588,102141.44260597229,NEUTRAL,0,103476.8645992279,-1.290551272912821,0.000691771596800228
2020-02-04,101052.53883743286,50466.2707824707,1240.7543125152588,102293.29314994812,NEUTRAL,0,103476.8645992279,-1.1438029687735773,0.001486669270587937
2020-02-05,101243.21294784546,50466.2707824707,1240.7543125152588,102483.96726036072,NEUTRAL,0,103476.8645992279,-0.9595355857686005,0.001863994251637635
2020-02-06,101350.16385650635,50466.2707824707,1240.7543125152588,102590.9181690216,NEUTRAL,0,103476.8645992279,-0.8561782709957666,0.0010435867338076665
2020-02-07,101209.32007598877,50667.09587097168,1536.3699779510498,102745.69005393982,NEUTRAL,0,103476.8645992279,-0.7066067841540846,0.0015086314430212688
2020-02-10,101519.21002578735,50667.09587097168,1536.3699779510498,103055.5800037384,NEUTRAL,0,103476.8645992279,-0.40712926229564683,0.0030160870946109863
2020-02-11,101655.34131240845,50667.09587097168,1536.3699779510498,103191.7112903595,NEUTRAL,0,103476.8645992279,-0.27557204209155417,0.0013209501767508236
2020-02-12,101953.6602973938,50667.09587097168,1536.3699779510498,103490.03027534485,NEUTRAL,0,103490.03027534485,0.0,0.0028909200288960157
2020-02-13,101766.30353927612,50667.09587097168,1536.3699779510498,103302.67351722717,NEUTRAL,0,103490.03027534485,-0.1810384610181237,-0.001810384610181237
2020-02-14,101935.33045196533,50990.76322937012,1860.0373363494873,103795.36778831482,NEUTRAL,0,103795.36778831482,0.0,0.004769424200870009
