entry_date,exit_date,ticker,entry_price,exit_price,shares,pnl,return_pct,exit_reason
2020-01-31,2020-02-05,XLU,57.61133575439453,57.4526252746582,21,-3.3329200744628906,-0.27548481155329485,REBALANCE
2020-01-31,2020-02-05,XLK,90.67839050292969,94.83514404296875,13,54.03779602050781,4.584061888377655,REBALANCE
2020-01-31,2020-02-05,XLRE,32.39845657348633,32.82789611816406,38,16.318702697753906,1.3254938354970047,REBALANCE
2020-01-31,2020-02-05,XLP,54.317527770996094,55.08269119262695,23,17.598758697509766,1.4086860227821907,REBALANCE
2020-01-31,2020-02-05,XLY,119.27764129638672,122.93250274658203,10,36.548614501953125,3.0641630824284505,REBALANCE
2020-01-31,2020-02-05,XLC,51.04938888549805,52.28041076660156,24,29.544525146484375,2.411433139512509,REBALANCE
2020-01-31,2020-02-05,XLF,26.877410888671875,27.87320899963379,46,45.80671310424805,3.704962933693956,REBALANCE
2020-01-31,2020-02-05,XLI,73.88900756835938,76.5125732421875,16,41.97705078125,3.550684682563765,REBALANCE
2020-02-05,2020-02-10,XLU,57.4526252746582,57.502742767333984,22,1.1025848388671875,0.08723272859367803,REBALANCE
2020-02-05,2020-02-10,XLK,94.83514404296875,96.10974884033203,13,16.569862365722656,1.344021575783949,REBALANCE
2020-02-05,2020-02-10,XLB,54.30433654785156,53.476280212402344,23,-19.04529571533203,-1.5248438487404314,REBALANCE
2020-02-05,2020-02-10,XLRE,32.82789611816406,33.364707946777344,38,20.398849487304688,1.635230679057309,REBALANCE
2020-02-05,2020-02-10,XLY,122.93250274658203,123.50353240966797,10,5.710296630859375,0.4645066604257453,REBALANCE
2020-02-05,2020-02-10,XLP,55.08269119262695,55.478153228759766,23,9.095626831054688,0.7179424744333307,REBALANCE
2020-02-05,2020-02-10,XLV,94.56582641601562,94.41087341308594,13,-2.0143890380859375,-0.16385729264186688,REBALANCE
2020-02-05,2020-02-10,XLF,27.87320899963379,27.81937599182129,45,-2.4224853515625,-0.19313530714459848,REBALANCE
2020-02-10,2020-02-18,XLK,96.10974884033203,96.62342071533203,13,6.677734375,0.5344638615728536,REBALANCE
2020-02-10,2020-02-18,XLU,57.502742767333984,59.28169631958008,22,39.13697814941406,3.093684695083243,REBALANCE
2020-02-10,2020-02-18,XLRE,33.364707946777344,34.55394744873047,38,45.19110107421875,3.5643635899651027,REBALANCE
2020-02-10,2020-02-18,XLP,55.478153228759766,55.50395202636719,23,0.5933723449707031,0.046502625098288064,REBALANCE
2020-02-10,2020-02-18,XLY,123.50353240966797,125.33097839355469,10,18.274459838867188,1.4796710249752154,REBALANCE
2020-02-10,2020-02-18,XLV,94.41087341308594,94.3835220336914,13,-0.35556793212890625,-0.02897058188928714,REBALANCE
2020-02-10,2020-02-18,XLC,53.20841598510742,54.2784538269043,24,25.680908203125,2.011031191186685,REBALANCE
2020-02-10,2020-02-18,XLI,76.63099670410156,76.66743469238281,16,0.5830078125,0.047549933902013564,REBALANCE
