total_trades,win_rate,total_return,annualized_return,max_drawdown,sharpe_ratio,profit_factor,spy_return,alpha
2184,55.998168498168496,80.27645225524903,10.766738585288671,-14.261521701823899,0.8689636457265408,1.238583215103537,126.93514511243916,-46.65869285719013
