total_trades,win_rate,total_return,annualized_return,max_drawdown,sharpe_ratio,profit_factor,spy_return,alpha
2192,55.97627737226277,79.83004943847656,10.671110465951505,-14.261523274124976,0.8623032197369922,1.235409463859195,125.04288455690897,-45.21283511843241
