total_trades,win_rate,total_return,annualized_return,max_drawdown,sharpe_ratio,profit_factor,spy_return,alpha
2192,56.20437956204379,82.34549911499023,10.953409421899373,-14.261524842856454,0.8827814436009591,1.2444330320839874,128.7504295354394,-46.40493042044916
