entry_date,exit_date,ticker,entry_price,exit_price,shares,pnl,return_pct,exit_reason
2020-01-02,2020-01-09,XLK,88.83303833007812,89.95547485351562,187,209.8956298828125,1.2635349916399807,REBALANCE
2020-01-02,2020-01-09,XLF,27.88217544555664,27.7386417388916,597,-85.68962287902832,-0.5147866132085177,REBALANCE
2020-01-02,2020-01-09,XLV,93.08026123046875,93.66352844238281,179,104.40483093261719,0.6266282498604836,REBALANCE
2020-01-09,2020-01-16,XLC,52.44139099121094,53.255767822265625,318,258.9718322753906,1.5529275933797715,REBALANCE
2020-01-09,2020-01-16,XLK,89.95547485351562,91.76276397705078,185,334.3484878540039,2.009092972360116,REBALANCE
2020-01-09,2020-01-16,XLU,53.6441650390625,55.37301254272461,311,537.671573638916,3.2228062500426757,REBALANCE
2020-01-16,2020-01-24,XLRE,32.65446853637695,33.02610778808594,516,191.76585388183594,1.1380961576360704,REBALANCE
2020-01-16,2020-01-24,XLU,55.37301254272461,57.093509674072266,304,523.0311279296875,3.1071040789412585,REBALANCE
2020-01-16,2020-01-24,XLK,91.76276397705078,92.6759033203125,183,167.10449981689453,0.995108804144218,REBALANCE
2020-01-24,2020-01-31,XLU,57.093509674072266,57.611324310302734,298,154.3087615966797,0.906958845561423,REBALANCE
2020-01-24,2020-01-31,XLK,92.6759033203125,90.67837524414062,183,-365.5476379394531,-2.155390996587203,REBALANCE
2020-01-24,2020-01-31,XLRE,33.02610778808594,32.39845657348633,515,-323.2403755187988,-1.9004698301930412,REBALANCE
2020-01-31,2020-02-07,XLU,57.611324310302734,57.285587310791016,291,-94.78946685791016,-0.5654044641592582,REBALANCE
2020-01-31,2020-02-07,XLP,54.317527770996094,55.246036529541016,309,286.90920639038086,1.7094090925116046,REBALANCE
2020-01-31,2020-02-07,XLRE,32.39845657348633,32.98481369018555,519,304.31934356689453,1.8098304015478073,REBALANCE
2020-02-07,2020-02-14,XLK,94.82563018798828,96.98487854003906,178,384.34620666503906,2.2770725043114837,REBALANCE
2020-02-07,2020-02-14,XLC,52.89592742919922,53.918617248535156,319,326.23805236816406,1.9333999213924313,REBALANCE
2020-02-07,2020-02-14,XLB,53.502986907958984,53.8769416809082,315,117.7957534790039,0.6989418620544141,REBALANCE
2020-02-14,2020-02-24,XLRE,34.58698654174805,34.165794372558594,492,-207.22654724121094,-1.2177764277933156,REBALANCE
2020-02-14,2020-02-24,XLK,96.98487854003906,90.67837524414062,175,-1103.6380767822266,-6.502563482919532,REBALANCE
2020-02-14,2020-02-24,XLU,58.7889404296875,58.05397415161133,289,-212.40525436401367,-1.250177793143259,REBALANCE
2020-02-24,2020-02-27,XLRE,34.165794372558594,31.15140724182129,483,-1455.9489841461182,-8.822821731779818,STOP_LOSS
2020-02-24,2020-02-27,XLU,58.05397415161133,53.727691650390625,284,-1228.6642303466797,-7.452172851978,STOP_LOSS
2020-02-24,2020-02-27,XLP,54.300331115722656,50.86143112182617,304,-1045.4255981445312,-6.333110541384435,STOP_LOSS
2020-03-02,2020-03-09,XLK,88.91866302490234,78.15100860595703,171,-1841.2689056396484,-12.109555016509576,REBALANCE
2020-03-02,2020-03-09,XLV,88.35926055908203,83.93899536132812,172,-760.2856140136719,-5.002605465216936,REBALANCE
2020-03-02,2020-03-09,XLP,52.520694732666016,50.603511810302734,290,-555.9830474853516,-3.6503380850574696,REBALANCE
2020-03-09,2020-03-12,XLU,53.00107955932617,45.676475524902344,402,-2944.490821838379,-13.819726117512598,STOP_LOSS
2020-03-09,2020-03-12,XLP,50.603511810302734,44.851932525634766,421,-2421.414878845215,-11.365968643103075,STOP_LOSS
2020-03-16,2020-03-23,XLP,45.367767333984375,42.047943115234375,411,-1364.44775390625,-7.3175834162400255,REBALANCE
2020-03-16,2020-03-23,XLV,74.47879028320312,68.33800506591797,250,-1535.196304321289,-8.245012028169397,REBALANCE
2020-03-23,2020-03-26,XLP,42.047943115234375,46.48358917236328,409,1814.1792373657227,10.549020305161672,TAKE_PROFIT
2020-03-23,2020-03-26,XLV,68.33800506591797,79.53839111328125,251,2811.2968978881836,16.389688338955068,TAKE_PROFIT
2020-03-30,2020-04-01,XLU,48.70658493041992,43.93209457397461,376,-1795.2083740234375,-9.80255619084347,STOP_LOSS
2020-03-30,2020-04-01,XLRE,26.64215850830078,24.229219436645508,689,-1662.5150203704834,-9.056845266135195,STOP_LOSS
2020-04-06,2020-04-14,XLV,83.64122009277344,88.94377899169922,198,1049.9066619873047,6.3396479547336515,REBALANCE
2020-04-06,2020-04-14,XLP,49.63957214355469,52.00871276855469,335,793.662109375,4.772685425548362,REBALANCE
2020-04-14,2020-04-20,XLRE,29.146623611450195,27.67389488220215,586,-863.0190353393555,-5.0528278982869494,STOP_LOSS
2020-04-14,2020-04-21,XLU,51.144447326660156,48.31855392456055,334,-943.8483963012695,-5.525318093771936,REBALANCE
2020-04-21,2020-04-28,XLV,88.7789535522461,91.15089416503906,182,431.6931915283203,2.6717375209847294,REBALANCE
2020-04-21,2020-04-28,XLU,48.31855392456055,49.8959846496582,335,528.4392929077148,3.2646480429867397,REBALANCE
2020-04-28,2020-05-05,XLV,91.15089416503906,91.48973083496094,180,60.9906005859375,0.3717315919121722,REBALANCE
2020-04-28,2020-05-05,XLRE,28.347854614257812,27.515804290771484,579,-481.757137298584,-2.9351438929274054,REBALANCE
2020-05-05,2020-05-12,XLV,91.48973083496094,91.19670104980469,177,-51.86627197265625,-0.320287077557202,REBALANCE
2020-05-05,2020-05-12,XLRE,27.515804290771484,26.251094818115234,588,-743.649169921875,-4.596302035337629,REBALANCE
2020-05-12,2020-05-19,XLV,91.19670104980469,91.6087875366211,173,71.29096221923828,0.4518655631976731,REBALANCE
2020-05-12,2020-05-19,XLP,49.760623931884766,49.483943939208984,317,-87.70755767822266,-0.5560219523262355,REBALANCE
