date,equity,cash,positions,market_mode,daily_return,cummax,drawdown
2020-01-31,10000.0,294.3528289794922,8,NEUTRAL,,10000.0,0.0
2020-02-03,10051.939193725586,294.3528289794922,8,NEUTRAL,0.005193919372558531,10051.939193725586,0.0
2020-02-04,10163.754592895508,294.3528289794922,8,NEUTRAL,0.011123763983741375,10163.754592895508,0.0
2020-02-05,10238.499988555908,265.3495635986328,8,NEUTRAL,0.007354112594635698,10238.499988555908,0.0
2020-02-06,10253.707864761353,265.3495635986328,8,NEUTRAL,0.00148536174463465,10253.707864761353,0.0
2020-02-07,10203.314348220825,265.3495635986328,8,NEUTRAL,-0.004914662793711333,10253.707864761353,-0.4914662793711333
2020-02-10,10267.896696090698,244.0778980255127,8,NEUTRAL,0.006329546034336886,10267.896696090698,0.0
2020-02-11,10299.273332595825,244.0778980255127,8,NEUTRAL,0.00305579978391024,10299.273332595825,0.0
2020-02-12,10363.635236740112,244.0778980255127,8,NEUTRAL,0.006249169438060198,10363.635236740112,0.0
2020-02-13,10375.040811538696,244.0778980255127,8,NEUTRAL,0.0011005380388293684,10375.040811538696,0.0
2020-02-14,10406.178720474243,244.0778980255127,8,NEUTRAL,0.0030012324289767633,10406.178720474243,0.0
2020-02-18,10403.67751121521,344.0257167816162,8,NEUTRAL,-0.00024035809168954092,10406.178720474243,-0.024035809168954092
2020-02-19,10406.054983139038,344.0257167816162,8,NEUTRAL,0.00022852226256198094,10406.178720474243,-0.0011890756302479488
2020-02-20,10395.653657913208,344.0257167816162,8,NEUTRAL,-0.0009995454802692594,10406.178720474243,-0.1011424351220036
2020-02-21,10317.402444839478,344.0257167816162,8,NEUTRAL,-0.007527300894077493,10406.178720474243,-0.8531111949874326
2020-02-24,10046.079195022583,279.7214984893799,8,NEUTRAL,-0.026297631721500236,10406.178720474243,-3.4604395631141815
2020-02-25,9752.421432495117,4967.9253578186035,4,NEUTRAL,-0.02923108178093614,10406.178720474243,-6.282395349340419
2020-02-26,9713.76033782959,8494.315505981445,1,NEUTRAL,-0.003964255947421225,10406.178720474243,-6.6539159209548675
2020-02-27,9664.128421783447,9664.128421783447,0,NEUTRAL,-0.0051094441616862385,10406.178720474243,-7.130862525268822
2020-02-28,9664.128421783447,9664.128421783447,0,NEUTRAL,0.0,10406.178720474243,-7.130862525268822
2020-03-02,9664.128421783447,307.8668575286865,8,NEUTRAL,0.0,10406.178720474243,-7.130862525268822
2020-03-03,9482.964710235596,2574.1900005340576,6,NEUTRAL,-0.01874599587682413,10406.178720474243,-8.871786993454345
2020-03-04,9803.367490768433,2574.1900005340576,6,NEUTRAL,0.03378719528366525,10406.178720474243,-5.7928202647507305
2020-03-05,9624.256177902222,2574.1900005340576,6,NEUTRAL,-0.018270386480449208,10406.178720474243,-7.514021847746877
2020-03-06,9530.691228866577,3665.410779953003,5,NEUTRAL,-0.009721784967702152,10406.178720474243,-8.41315063987068
2020-03-09,9163.673948287964,9163.673948287964,0,RISK_OFF,-0.03850898867303465,10406.178720474243,-11.94006758447883
2020-03-10,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-03-11,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-03-12,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-03-13,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-03-16,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-03-17,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-03-18,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-03-19,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-03-20,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-03-23,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-03-24,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-03-25,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-03-26,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-03-27,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-03-30,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-03-31,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-04-01,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-04-02,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-04-03,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-04-06,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-04-07,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-04-08,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-04-09,9163.673948287964,9163.673948287964,0,RISK_OFF,0.0,10406.178720474243,-11.94006758447883
2020-04-13,9163.673948287964,104.05635643005371,8,RISK_ON,0.0,10406.178720474243,-11.94006758447883
2020-04-14,9378.04107093811,104.05635643005371,8,RISK_ON,0.023393141643826887,10406.178720474243,-9.88006911233673
2020-04-15,9081.628744125366,3367.530767440796,5,RISK_ON,-0.031607062132762986,10406.178720474243,-12.728495367303406
2020-04-16,9127.487733840942,3367.530767440796,5,RISK_ON,0.005049643737665477,10406.178720474243,-12.28780536045826
