timestamp,ticker,type,signal,fg_index,price,signal_changed
2025-11-01 12:19:23.426878,SPY,STOCK,HOLD,58.90938691518751,682.0599975585938,False
2025-11-01 12:19:23.426878,QQQ,STOCK,BUY,61.62163225621797,629.0700073242188,False
2025-11-01 12:19:23.426878,IBIT,CRYPTO,HOLD,46.8964891623767,62.29999923706055,False
2025-11-01 12:19:23.426878,BTC-USD,CRYPTO,HOLD,54.00697562874248,110262.03125,False
2025-11-01 12:19:51.926621,SPY,STOCK,HOLD,58.90938693985246,682.0599975585938,False
2025-11-01 12:19:51.926621,QQQ,STOCK,BUY,61.62163222507586,629.0700073242188,False
2025-11-01 12:19:51.926621,IBIT,CRYPTO,HOLD,46.896489162376696,62.29999923706055,False
2025-11-01 12:19:51.926621,BTC-USD,CRYPTO,HOLD,54.00697562874248,110262.03125,False
2025-11-19 10:38:35.607139,SPY,STOCK,SELL,21.314355295963423,665.97998046875,False
2025-11-19 10:38:35.607139,QQQ,STOCK,SELL,22.092606229753137,604.6900024414062,False
2025-11-19 10:38:35.607139,IBIT,CRYPTO,SELL,20.094133228850737,51.47499847412109,False
2025-11-19 10:38:35.607139,BTC-USD,CRYPTO,SELL,24.82701013780019,90708.4453125,False
2025-11-20 16:30:03.270350,SPY,STOCK,SELL,10.72819978803186,652.530029296875,False
2025-11-20 16:30:03.270350,QQQ,STOCK,SELL,10.699804601752168,585.6699829101562,False
2025-11-20 16:30:03.270350,IBIT,CRYPTO,SELL,17.226742464023847,48.959999084472656,False
2025-11-20 16:30:03.270350,BTC-USD,CRYPTO,SELL,22.053994993769564,87133.0859375,False
2025-11-21 16:30:08.498003,SPY,STOCK,SELL,19.3902590115364,659.030029296875,False
2025-11-21 16:30:08.498003,QQQ,STOCK,SELL,17.426992113407564,590.0700073242188,False
2025-11-21 16:30:08.498003,IBIT,CRYPTO,SELL,17.412456917961812,47.970001220703125,False
2025-11-21 16:30:08.498003,BTC-USD,CRYPTO,SELL,20.843519502806256,84883.9609375,False
2025-11-22 08:00:08.353896,SPY,STOCK,SELL,19.472972640385496,659.030029296875,False
2025-11-22 08:00:08.353896,QQQ,STOCK,SELL,17.478902245742198,590.0700073242188,False
2025-11-22 08:00:08.353896,IBIT,CRYPTO,SELL,17.41897215862588,47.970001220703125,False
2025-11-22 08:00:08.353896,BTC-USD,CRYPTO,SELL,20.02650103739012,83810.2734375,False
2025-11-22 16:30:05.622574,SPY,STOCK,SELL,19.47297249350069,659.030029296875,False
2025-11-22 16:30:05.622574,QQQ,STOCK,SELL,17.478904296795488,590.0700073242188,False
2025-11-22 16:30:05.622574,IBIT,CRYPTO,SELL,17.418972158625873,47.970001220703125,False
2025-11-22 16:30:05.622574,BTC-USD,CRYPTO,SELL,20.51692743944788,84290.421875,False
2025-11-23 08:00:08.327049,SPY,STOCK,SELL,19.47297263660076,659.030029296875,False
2025-11-23 08:00:08.327049,QQQ,STOCK,SELL,17.47890460833915,590.0700073242188,False
2025-11-23 08:00:08.327049,IBIT,CRYPTO,SELL,17.41897215862588,47.970001220703125,False
2025-11-23 08:00:08.327049,BTC-USD,CRYPTO,SELL,24.83291647016372,86526.1796875,False
2025-11-23 16:30:07.266868,SPY,STOCK,SELL,19.472970570644247,659.030029296875,False
2025-11-23 16:30:07.266868,QQQ,STOCK,SELL,17.478904580556197,590.0700073242188,False
2025-11-23 16:30:07.266868,IBIT,CRYPTO,SELL,17.418972158625873,47.970001220703125,False
2025-11-23 16:30:07.266868,BTC-USD,CRYPTO,SELL,25.30907456345621,87465.3515625,False
2025-11-24 08:00:07.207654,SPY,STOCK,SELL,19.47297263660075,659.030029296875,False
2025-11-24 08:00:07.207654,QQQ,STOCK,SELL,17.478902217288155,590.0700073242188,False
2025-11-24 08:00:07.207654,IBIT,CRYPTO,SELL,17.418972158625873,47.970001220703125,False
2025-11-24 08:00:07.207654,BTC-USD,CRYPTO,SELL,27.58097371461052,85926.546875,False
2025-11-24 16:30:08.942109,SPY,STOCK,SELL,29.39564873554454,668.72998046875,False
2025-11-24 16:30:08.942109,QQQ,STOCK,SELL,27.87802190617047,605.1599731445312,False
2025-11-24 16:30:08.942109,IBIT,CRYPTO,SELL,28.02060317013871,50.56999969482422,False
2025-11-24 16:30:08.942109,BTC-USD,CRYPTO,SELL,31.56454916565411,88911.3203125,False
2025-11-25 08:00:07.751131,SPY,STOCK,SELL,29.3977652616318,668.72998046875,False
2025-11-25 08:00:07.751131,QQQ,STOCK,SELL,27.811166988515392,605.1599731445312,False
2025-11-25 08:00:07.751131,IBIT,CRYPTO,SELL,27.896512035739747,50.56999969482422,False
2025-11-25 08:00:07.751131,BTC-USD,CRYPTO,SELL,30.5138901084534,87506.6875,False
2025-11-25 16:30:07.546770,SPY,STOCK,SELL,40.76305969112473,675.02001953125,False
2025-11-25 16:30:07.546770,QQQ,STOCK,SELL,36.97801886363682,608.8900146484375,False
2025-11-25 16:30:07.546770,IBIT,CRYPTO,SELL,28.581156346161137,49.560001373291016,False
2025-11-25 16:30:07.546770,BTC-USD,CRYPTO,SELL,30.480741880171685,87301.3203125,False
2025-11-26 08:00:07.252835,SPY,STOCK,SELL,40.80790620944023,675.02001953125,False
2025-11-26 08:00:07.252835,QQQ,STOCK,SELL,36.98590608740978,608.8900146484375,False
2025-11-26 08:00:07.252835,IBIT,CRYPTO,SELL,28.80821072921992,49.560001373291016,False
2025-11-26 08:00:07.252835,BTC-USD,CRYPTO,SELL,32.80899769679751,86655.5546875,False
2025-11-26 16:30:08.288975,SPY,STOCK,HOLD,44.705665032847016,679.6799926757812,True
2025-11-26 16:30:08.288975,QQQ,STOCK,SELL,40.4807567982898,614.27001953125,False
2025-11-26 16:30:08.288975,IBIT,CRYPTO,SELL,32.80152002458553,51.02999877929688,False
2025-11-26 16:30:08.288975,BTC-USD,CRYPTO,SELL,36.49881566176231,90206.078125,False
2025-11-27 08:00:07.220182,SPY,STOCK,HOLD,44.75660543366906,679.6799926757812,True
2025-11-27 08:00:07.220182,QQQ,STOCK,SELL,40.51348380017427,614.27001953125,False
2025-11-27 08:00:07.220182,IBIT,CRYPTO,SELL,32.81274531786125,51.02999877929688,False
2025-11-27 08:00:07.220182,BTC-USD,CRYPTO,HOLD,41.82448496248793,90995.703125,True
2025-11-27 16:30:07.111526,SPY,STOCK,HOLD,44.75682170481327,679.6799926757812,True
2025-11-27 16:30:07.111526,QQQ,STOCK,SELL,40.513792086390765,614.27001953125,False
2025-11-27 16:30:07.111526,IBIT,CRYPTO,SELL,32.816458112514304,51.02999877929688,False
2025-11-27 16:30:07.111526,BTC-USD,CRYPTO,HOLD,42.62735988135828,91496.2421875,True
2025-11-28 08:00:07.130099,SPY,STOCK,HOLD,44.7568216695195,679.6799926757812,True
2025-11-28 08:00:07.130099,QQQ,STOCK,SELL,40.51379209444253,614.27001953125,False
