timestamp,score,regime,strength_count,weakness_count,momentum_count,SPY_price,SPY_chg,QQQ_price,QQQ_chg,IWM_price,IWM_chg,XLK_price,XLK_chg,XLF_price,XLF_chg
2026-06-04 14:58:09,2,CHOPPY,392,237,96,754.08,-0.02,737.2,-0.94,290.85,1.11,191.64,-2.34,51.99,2.2
2026-06-04 16:04:48,3,CHOPPY,319,188,78,755.48,0.16,739.19,-0.67,290.71,1.06,192.35,-1.98,52.15,2.51
2026-06-04 16:54:11,3,CHOPPY,263,160,60,756.92,0.36,740.83,-0.45,291.42,1.31,193.26,-1.51,52.29,2.79
2026-06-04 17:49:45,3,CHOPPY,196,138,47,757.36,0.41,742.03,-0.29,291.55,1.35,193.9,-1.18,52.06,2.35
2026-06-04 18:36:30,3,CHOPPY,201,106,46,757.81,0.47,742.61,-0.21,292.57,1.7,194.11,-1.08,52.12,2.45
2026-06-04 19:37:39,3,CHOPPY,181,115,42,758.08,0.51,743.05,-0.16,292.79,1.78,194.42,-0.92,52.19,2.59
