timestamp,score,regime,strength_count,weakness_count,momentum_count,SPY_price,SPY_chg,QQQ_price,QQQ_chg,IWM_price,IWM_chg,XLK_price,XLK_chg,XLF_price,XLF_chg
2026-07-20 14:40:45,2,CHOPPY,145,170,11,745.69,0.32,701.39,0.87,293.77,-0.09,177.06,0.84,56.01,-0.44
2026-07-20 15:32:37,2,CHOPPY,132,150,15,745.86,0.35,701.6,0.9,293.91,-0.04,177.1,0.86,56.21,-0.09
