timestamp,score,regime,strength_count,weakness_count,momentum_count,SPY_price,SPY_chg,QQQ_price,QQQ_chg,IWM_price,IWM_chg,XLK_price,XLK_chg,XLF_price,XLF_chg
2026-06-29 15:04:52,3,CHOPPY,363,290,75,737.45,1.16,715.69,1.3,296.54,-1.1,182.68,0.87,53.85,0.53
2026-06-29 16:14:45,3,CHOPPY,304,226,60,738.48,1.3,719.05,1.77,297.11,-0.91,183.88,1.53,53.81,0.45
2026-06-29 16:53:30,3,CHOPPY,250,194,49,738.65,1.33,720.67,2.0,297.18,-0.88,184.37,1.8,53.72,0.27
2026-06-29 17:47:06,3,CHOPPY,230,147,40,740.32,1.55,723.03,2.34,297.6,-0.74,185.05,2.18,53.8,0.43
