timestamp,score,regime,strength_count,weakness_count,momentum_count,SPY_price,SPY_chg,QQQ_price,QQQ_chg,IWM_price,IWM_chg,XLK_price,XLK_chg,XLF_price,XLF_chg
2026-07-01 14:54:03,3,CHOPPY,332,276,65,746.89,0.02,728.92,-1.02,300.92,0.16,186.55,-2.08,54.47,1.6
2026-07-01 15:48:57,3,CHOPPY,351,239,58,748.72,0.26,729.91,-0.88,302.17,0.57,187.11,-1.79,54.86,2.33
