timestamp,score,regime,strength_count,weakness_count,momentum_count,SPY_price,SPY_chg,QQQ_price,QQQ_chg,IWM_price,IWM_chg,XLK_price,XLK_chg,XLF_price,XLF_chg,spy_vwap,vwap_diff_pct
2026-09-14 13:59:34,0,BEARISH,240,353,65,760.09,-0.55,705.83,-1.27,288.24,-0.23,183.43,-2.26,57.38,0.24,759.18,0.11
2026-09-14 14:58:31,0,BEARISH,214,300,50,758.36,-0.78,705.57,-1.3,287.44,-0.5,183.46,-2.24,57.17,-0.15,759.21,-0.11
2026-09-14 15:57:26,0,BEARISH,247,258,53,761.79,-0.33,709.91,-0.7,288.6,-0.1,184.85,-1.5,57.21,-0.07,759.52,0.31
2026-09-14 16:56:48,2,CHOPPY,217,214,33,762.83,-0.19,711.7,-0.44,289.3,0.14,185.29,-1.27,57.33,0.15
