timestamp,score,regime,strength_count,weakness_count,momentum_count,SPY_price,SPY_chg,QQQ_price,QQQ_chg,IWM_price,IWM_chg,XLK_price,XLK_chg,XLF_price,XLF_chg,UPRO_price,UPRO_S1,UPRO_PP,UPRO_R1,TQQQ_price,TQQQ_S1,TQQQ_PP,TQQQ_R1
2026-08-11 14:23:19,4,TRENDING,210,161,49,773.54,0.07,721.24,0.05,301.64,0.55,186.85,0.28,57.84,0.05,155.23,154.07,155.12,156.03,73.9,73.3,74.14,74.64
2026-08-11 15:16:39,3,CHOPPY,189,153,46,772.59,-0.06,720.24,-0.09,301.11,0.38,186.61,0.16,57.9,0.16
2026-08-11 16:13:10,2,CHOPPY,154,138,34,772.07,-0.12,719.0,-0.26,301.37,0.46,186.15,-0.09,57.92,0.18
2026-08-11 17:14:05,1,BEARISH,115,115,25,770.48,-0.33,717.14,-0.52,301.18,0.4,185.72,-0.32,57.99,0.3,772.69,-0.29
2026-08-11 18:11:24,1,BEARISH,97,103,23,770.86,-0.28,717.78,-0.43,301.43,0.49,185.78,-0.29,57.99,0.32,772.48,-0.21
2026-08-11 19:17:37,2,CHOPPY,95,93,21,770.32,-0.35,717.68,-0.44,301.28,0.43,185.82,-0.27,57.85,0.08
