timestamp,score,regime,strength_count,weakness_count,momentum_count,SPY_price,SPY_chg,QQQ_price,QQQ_chg,IWM_price,IWM_chg,XLK_price,XLK_chg,XLF_price,XLF_chg
2026-09-02 13:59:34,3,CHOPPY,212,148,37,762.93,0.15,706.03,-0.23,292.4,0.63,182.72,-0.5,57.74,0.94
2026-09-02 14:58:33,3,CHOPPY,253,137,32,765.48,0.49,707.84,0.03,293.11,0.87,183.15,-0.27,58.15,1.67
2026-09-02 15:57:22,3,CHOPPY,204,122,28,765.26,0.46,708.28,0.09,292.94,0.82,183.37,-0.15,57.81,1.06
2026-09-02 16:56:56,3,CHOPPY,166,99,27,765.12,0.44,708.67,0.15,293.18,0.9,183.32,-0.17,57.57,0.65
2026-09-02 17:57:04,3,CHOPPY,149,72,24,765.09,0.43,708.47,0.12,293.54,1.02,183.25,-0.21,57.65,0.78
2026-09-02 18:57:04,3,CHOPPY,132,70,23,765.0,0.42,708.38,0.1,294.08,1.21,183.36,-0.15,57.67,0.81
