timestamp,score,regime,strength_count,weakness_count,momentum_count,SPY_price,SPY_chg,QQQ_price,QQQ_chg,IWM_price,IWM_chg,XLK_price,XLK_chg,XLF_price,XLF_chg
2026-06-17 14:59:08,3,CHOPPY,264,143,65,749.07,-0.17,731.3,0.2,293.54,0.5,188.08,0.88,54.69,0.63
2026-06-17 16:11:15,4,TRENDING,223,90,58,750.53,0.03,733.38,0.48,295.29,1.1,189.04,1.39,54.65,0.55,144.26,142.98,145.04,146.21,81.07,78.25,81.54,83.22
2026-06-17 16:54:32,3,CHOPPY,192,74,52,750.05,-0.04,732.34,0.34,295.42,1.14,188.73,1.23,54.63,0.52
2026-06-17 17:51:10,3,CHOPPY,175,70,41,749.74,-0.08,732.66,0.38,295.39,1.13,188.85,1.29,54.6,0.47
