timestamp,score,regime,strength_count,weakness_count,momentum_count,SPY_price,SPY_chg,QQQ_price,QQQ_chg,IWM_price,IWM_chg,XLK_price,XLK_chg,XLF_price,XLF_chg,spy_vwap,vwap_diff_pct
2026-09-08 13:59:45,1,BEARISH,265,290,79,767.46,-0.35,717.52,-0.2,295.12,-0.3,187.71,0.23,57.73,-0.64,768.34,-0.11
2026-09-08 14:58:22,2,CHOPPY,264,244,61,767.4,-0.36,718.4,-0.08,295.39,-0.21,188.13,0.46,57.53,-0.97
