timestamp,score,regime,strength_count,weakness_count,momentum_count,SPY_price,SPY_chg,QQQ_price,QQQ_chg,IWM_price,IWM_chg,XLK_price,XLK_chg,XLF_price,XLF_chg,UPRO_price,UPRO_S1,UPRO_PP,UPRO_R1,TQQQ_price,TQQQ_S1,TQQQ_PP,TQQQ_R1
2026-07-14 14:30:34,4,TRENDING,283,148,45,750.73,0.21,717.28,0.78,294.52,0.35,182.42,0.63,56.69,1.1,143.65,141.4,143.47,144.8,74.3,71.54,73.19,74.3
2026-07-14 15:24:40,4,TRENDING,268,151,31,752.42,0.43,721.69,1.4,295.0,0.52,184.24,1.63,56.4,0.59,144.48,141.4,143.47,144.8,75.69,71.54,73.19,74.3
