timestamp,score,regime,strength_count,weakness_count,momentum_count,SPY_price,SPY_chg,QQQ_price,QQQ_chg,IWM_price,IWM_chg,XLK_price,XLK_chg,XLF_price,XLF_chg,spy_vwap,vwap_diff_pct
2026-08-24 14:11:32,0,BEARISH,223,272,93,762.75,-0.39,703.16,-1.44,298.45,-0.5,179.1,-2.29,58.29,1.42,763.28,-0.07
2026-08-24 15:10:06,0,BEARISH,193,207,67,762.94,-0.36,705.25,-1.15,298.3,-0.55,179.57,-2.04,58.28,1.39,763.43,-0.06
2026-08-24 16:05:59,0,BEARISH,177,179,55,764.74,-0.13,707.86,-0.78,298.53,-0.48,180.5,-1.53,58.24,1.31,763.7,0.14
2026-08-24 17:06:55,1,BEARISH,142,125,44,764.08,-0.21,707.9,-0.78,298.2,-0.59,180.5,-1.53,58.05,0.99,764.05,0.01
2026-08-24 18:02:33,1,BEARISH,120,106,42,763.64,-0.27,707.64,-0.81,297.67,-0.76,180.55,-1.51,58.04,0.97,764.04,-0.05
2026-08-24 19:09:18,1,BEARISH,105,102,36,764.0,-0.22,707.56,-0.82,298.07,-0.63,180.54,-1.51,58.15,1.17,763.93,0.01
