timestamp,score,regime,strength_count,weakness_count,momentum_count,SPY_price,SPY_chg,QQQ_price,QQQ_chg,IWM_price,IWM_chg,XLK_price,XLK_chg,XLF_price,XLF_chg,spy_vwap,vwap_diff_pct
2026-04-02 09:55:01,0,BEARISH,165,300,66,648.64,-1.01,575.98,-1.43,246.45,-1.25,132.89,-1.5,48.92,-1.06,646.82,0.27
2026-04-02 10:55:01,3,CHOPPY,328,303,78,654.69,-0.08,583.04,-0.22,250.47,0.36,135.1,0.14,49.43,-0.03
2026-04-02 11:55:01,3,CHOPPY,269,227,54,654.44,-0.12,583.13,-0.2,250.53,0.39,135.27,0.27,49.53,0.19
2026-04-02 13:55:01,3,CHOPPY,163,157,32,653.24,-0.31,581.9,-0.41,249.79,0.09,135.12,0.15,49.49,0.09
2026-04-02 14:55:01,3,CHOPPY,156,110,29,654.72,-0.08,583.3,-0.17,250.76,0.48,135.56,0.48,49.53,0.17
