timestamp,score,regime,strength_count,weakness_count,momentum_count,SPY_price,SPY_chg,QQQ_price,QQQ_chg,IWM_price,IWM_chg,XLK_price,XLK_chg,XLF_price,XLF_chg
2026-08-26 14:11:59,3,CHOPPY,160,174,46,766.52,0.08,710.56,-0.02,299.66,0.14,182.15,0.23,58.24,-0.11
2026-08-26 16:22:14,1,BEARISH,103,127,20,765.09,-0.11,709.36,-0.19,298.42,-0.27,182.13,0.21,58.24,-0.11,765.7,-0.08
2026-08-26 17:52:34,1,BEARISH,79,94,14,765.54,-0.05,710.78,0.01,298.85,-0.13,182.51,0.42,58.24,-0.12,765.55,-0.0
