timestamp,score,regime,strength_count,weakness_count,momentum_count,SPY_price,SPY_chg,QQQ_price,QQQ_chg,IWM_price,IWM_chg,XLK_price,XLK_chg,XLF_price,XLF_chg,spy_vwap,vwap_diff_pct
2026-07-08 14:44:46,0,BEARISH,166,308,18,742.51,-0.7,706.28,-0.44,293.0,-1.08,178.92,-0.15,55.1,-1.69,743.58,-0.14
2026-07-08 15:40:32,0,BEARISH,121,317,12,740.87,-0.91,703.14,-0.89,291.03,-1.74,177.96,-0.68,55.15,-1.61,742.81,-0.26
2026-07-08 16:25:04,1,BEARISH,108,267,10,742.73,-0.67,706.33,-0.44,291.96,-1.43,179.19,0.01,55.13,-1.63,742.56,0.02
