timestamp,score,regime,strength_count,weakness_count,momentum_count,SPY_price,SPY_chg,QQQ_price,QQQ_chg,IWM_price,IWM_chg,XLK_price,XLK_chg,XLF_price,XLF_chg
2026-04-13 09:55:01,3,CHOPPY,208,133,55,678.74,-0.11,610.84,-0.04,261.44,0.05,142.99,0.26,50.6,-0.33
2026-04-13 10:55:01,4,TRENDING,206,91,43,680.11,0.1,612.19,0.18,262.05,0.29,143.79,0.82,50.94,0.34,110.36,109.28,110.31,111.05,49.42,48.72,49.27,49.71
2026-04-13 11:55:01,3,CHOPPY,175,101,38,679.32,-0.02,611.55,0.08,261.82,0.2,143.79,0.82,50.88,0.21
2026-04-13 13:55:00,4,TRENDING,151,42,34,682.19,0.4,614.15,0.5,263.85,0.98,144.49,1.31,51.24,0.92,111.41,109.28,110.31,111.05,49.9,48.72,49.27,49.71
2026-04-13 14:55:00,4,TRENDING,126,34,28,683.36,0.57,615.09,0.66,264.45,1.21,144.98,1.65,51.35,1.13,111.94,109.28,110.31,111.05,50.13,48.72,49.27,49.71
