Ticker,Company,Sector,Sector_ETF,Sector_Score,Price,ATR,Shares,Investment,Entry_Price,Stop_Loss,Stop_Loss_Pct,Take_Profit,Take_Profit_Pct,Potential_Loss,Potential_Gain,Risk_Reward,Max_Hold_Days,Market_Mode,Volume,Analyst_Rating,Recommendation
CAH,"Cardinal Health, Inc",Healthcare,XLV,61.01786876991383,203.67,5.37,6,1222.02,203.67,193.49,5.0,228.11,12.0,61.1,146.64,2.4,21,RISK_OFF,4991685,1.68,BUY
RPRX,Royalty Pharma plc,Healthcare,XLV,61.01786876991383,38.56,1.19,32,1233.92,38.56,36.63,5.0,43.19,12.0,61.7,148.07,2.4,21,RISK_OFF,9307947,1.4,BUY
STE,Steris Plc,Healthcare,XLV,61.01786876991383,263.77,5.8,4,1055.08,263.77,250.58,5.0,295.42,12.0,52.75,126.61,2.4,21,RISK_OFF,896975,1.8,BUY
HAE,Haemonetics Corp,Healthcare,XLV,61.01786876991383,68.36,2.58,18,1230.48,68.36,64.94,5.0,76.56,12.0,61.52,147.66,2.4,21,RISK_OFF,3209054,1.55,BUY
IEP,Icahn Enterprises L P,Energy,XLE,60.120613097733354,8.85,0.22,141,1247.85,8.85,8.41,5.0,9.91,12.0,62.39,149.74,2.4,21,RISK_OFF,1558168,1.0,BUY
VET,Vermilion Energy Inc,Energy,XLE,60.120613097733354,8.35,0.31,149,1244.15,8.35,7.93,5.0,9.35,12.0,62.21,149.3,2.4,21,RISK_OFF,1987136,2.27,BUY
TRP,TC Energy Corporation,Energy,XLE,60.120613097733354,52.23,0.86,23,1201.29,52.23,49.62,5.0,58.5,12.0,60.06,144.15,2.4,21,RISK_OFF,3431821,2.08,BUY
PBR-A,Petroleo Brasileiro S.A. Petrobras ADR,Energy,XLE,60.120613097733354,12.06,0.24,103,1242.18,12.06,11.46,5.0,13.51,12.0,62.11,149.06,2.4,21,RISK_OFF,17122492,1.0,BUY
