Ticker,Company,Sector,Sector_ETF,Sector_Score,Price,ATR,Shares,Investment,Entry_Price,Stop_Loss,Stop_Loss_Pct,Take_Profit,Take_Profit_Pct,Potential_Loss,Potential_Gain,Risk_Reward,Max_Hold_Days,Market_Mode,Volume,Analyst_Rating,Recommendation
ASTH,Astrana Health Inc,Healthcare,XLV,57.424408783277464,33.36,1.36,37,1234.32,33.36,31.69,5.0,37.36,12.0,61.72,148.12,2.4,21,RISK_OFF,735338,1.5,BUY
ENSG,Ensign Group Inc,Healthcare,XLV,57.424408783277464,182.91,5.19,6,1097.46,182.91,173.76,5.0,204.86,12.0,54.87,131.7,2.4,21,RISK_OFF,701320,1.67,BUY
HAE,Haemonetics Corp,Healthcare,XLV,57.424408783277464,67.11,2.45,18,1207.98,67.11,63.75,5.0,75.16,12.0,60.4,144.96,2.4,21,RISK_OFF,4429204,1.64,BUY
PFE,Pfizer Inc,Healthcare,XLV,57.424408783277464,24.85,0.5,50,1242.5,24.85,23.61,5.0,27.83,12.0,62.12,149.1,2.4,21,RISK_OFF,123763898,2.46,BUY
PHG,Koninklijke Philips N.V. ADR,Healthcare,XLV,57.424408783277464,28.24,0.61,44,1242.56,28.24,26.83,5.0,31.63,12.0,62.13,149.11,2.4,21,RISK_OFF,1163706,2.22,BUY
AZN,Astrazeneca plc ADR,Healthcare,XLV,57.424408783277464,83.77,1.59,14,1172.78,83.77,79.58,5.0,93.82,12.0,58.64,140.73,2.4,21,RISK_OFF,6938188,1.53,BUY
GPRK,Geopark Limited,Energy,XLE,48.9580521587776,8.3,0.41,150,1245.0,8.3,7.89,5.0,9.3,12.0,62.25,149.4,2.4,21,RISK_OFF,2245895,1.8,BUY
VET,Vermilion Energy Inc,Energy,XLE,48.9580521587776,7.96,0.29,157,1249.72,7.96,7.56,5.0,8.92,12.0,62.49,149.97,2.4,21,RISK_OFF,2614958,2.27,BUY
