Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2026-07-24 20:59:26.297224,RISK_OFF,42.04046404651934,Energy,72.30898496399806,10,9800.14,1.17,N/A
