Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2025-12-04 16:30:20.849368,NEUTRAL,52.168813548573446,Energy,55.6616506726207,8,9888.0,0.08375,BEARISH (STALE-48d)
