Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2026-08-18 20:45:22.424109,RISK_OFF,57.449264958523905,Healthcare,61.58119258745373,9,9634.669999999998,1.17,N/A
