Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2026-08-17 20:47:39.336441,RISK_OFF,62.6690399465683,Technology,61.10126924288013,11,9534.720000000001,1.17,N/A
