Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2025-12-19 16:30:20.146581,NEUTRAL,55.61087149257204,Consumer Discretionary,68.52046067662808,8,9499.21,0.15750000000000003,BEARISH (STALE-63d)
