Ticker,Company,Sector,Sector_ETF,Sector_Score,Price,ATR,Entry_Zone_Low,Entry_Zone_High,Limit_Buy_Price,Entry_Method,Shares,Investment,Entry_Price,Stop_Loss,Stop_Loss_Pct,Take_Profit,Take_Profit_Pct,Take_Profit_Extended,Potential_Loss,Potential_Gain,Risk_Reward,Max_Hold_Days,Market_Mode,Volume,Analyst_Rating,Recommendation
GFR,Greenfire Resources Ltd,Energy,XLE,73.22333638454712,6.17,0.25,6.04,6.25,6.25,ATR-based,162,999.54,6.17,5.67,-8.1,6.92,12.2,7.42,93.15,109.35,1.17,21,RISK_OFF,1605072,,CONSIDER
GRNT,Granite Ridge Resources Inc,Energy,XLE,73.22333638454712,5.16,0.16,5.08,5.21,5.21,ATR-based,193,995.88,5.16,4.84,-6.2,5.64,9.3,5.96,71.02,83.38,1.17,21,RISK_OFF,3152329,1.57,CONSIDER
HOS,Hornbeck Offshore Services Inc,Energy,XLE,73.22333638454712,10.33,0.4,10.13,10.45,10.45,ATR-based,96,991.68,10.33,9.53,-7.7,11.53,11.6,12.33,88.32,103.68,1.17,21,RISK_OFF,3544450,,CONSIDER
NGL,NGL Energy Partners LP,Energy,XLE,73.22333638454712,18.69,0.87,18.26,18.95,18.95,ATR-based,53,990.57,18.69,16.95,-9.3,21.3,14.0,23.04,106.05,124.5,1.17,21,RISK_OFF,364030,2.0,CONSIDER
REPX,Riley Exploration Permian Inc,Energy,XLE,73.22333638454712,41.22,1.28,40.58,41.6,41.6,ATR-based,24,989.28,41.22,38.66,-6.2,45.06,9.3,47.62,70.66,82.94,1.17,21,RISK_OFF,505663,1.0,CONSIDER
RNGR,Ranger Energy Services Inc,Energy,XLE,73.22333638454712,17.1,0.61,16.8,17.28,17.28,ATR-based,58,991.8,17.1,15.88,-7.1,18.93,10.7,20.15,81.37,95.53,1.17,21,RISK_OFF,487375,1.67,CONSIDER
AYA,Aya Gold & Silver Inc,Basic Materials,XLB,56.12815658123534,28.35,1.73,27.49,28.87,28.87,ATR-based,35,992.25,28.35,24.89,-12.2,33.54,18.3,37.0,139.26,163.48,1.17,21,RISK_OFF,1119754,,CONSIDER
CF,CF Industries Holdings Inc,Basic Materials,XLB,56.12815658123534,139.27,5.37,136.59,140.88,140.88,ATR-based,7,974.89,139.27,128.53,-7.7,155.38,11.6,166.12,86.46,101.49,1.17,21,RISK_OFF,4414707,2.96,CONSIDER
CTVA,Corteva Inc,Basic Materials,XLB,56.12815658123534,89.97,2.31,88.81,90.66,90.66,ATR-based,11,989.67,89.97,85.35,-5.1,96.9,7.7,101.52,58.44,68.61,1.17,21,RISK_OFF,8678686,1.83,CONSIDER
HSLV,Highlander Silver Corp,Basic Materials,XLB,56.12815658123534,5.63,0.31,5.47,5.72,5.72,ATR-based,177,996.51,5.63,5.01,-11.0,6.56,16.5,7.18,126.2,148.15,1.17,21,RISK_OFF,819104,,CONSIDER
