Ticker,Company,Sector,Sector_ETF,Sector_Score,Price,ATR,Shares,Investment,Entry_Price,Stop_Loss,Stop_Loss_Pct,Take_Profit,Take_Profit_Pct,Potential_Loss,Potential_Gain,Risk_Reward,Max_Hold_Days,Market_Mode,Volume,Analyst_Rating,Recommendation
MRK,Merck & Co Inc,Healthcare,XLV,63.83213276911746,92.92,2.33,13,1207.96,92.92,88.27,5.0,104.07,12.0,60.4,144.96,2.4,21,RISK_OFF,19417570,2.0,BUY
PFE,Pfizer Inc,Healthcare,XLV,63.83213276911746,25.06,0.63,49,1227.94,25.06,23.81,5.0,28.07,12.0,61.4,147.35,2.4,21,RISK_OFF,96354027,2.42,BUY
BKV,BKV Corp,Energy,XLE,63.004432682109176,27.95,1.28,44,1229.8,27.95,26.55,5.0,31.3,12.0,61.49,147.58,2.4,21,RISK_OFF,1218008,1.33,BUY
DEC,Diversified Energy Company Plc,Energy,XLE,63.004432682109176,15.36,0.43,81,1244.16,15.36,14.59,5.0,17.2,12.0,62.21,149.3,2.4,21,RISK_OFF,748350,1.38,BUY
EPD,Enterprise Products Partners L P,Energy,XLE,63.004432682109176,32.26,0.5,38,1225.88,32.26,30.65,5.0,36.13,12.0,61.29,147.11,2.4,21,RISK_OFF,8706356,1.86,BUY
INVX,Innovex International Inc,Energy,XLE,63.004432682109176,22.08,0.91,56,1236.48,22.08,20.98,5.0,24.73,12.0,61.82,148.38,2.4,21,RISK_OFF,740925,1.67,BUY
NESR,National Energy Services Reunited Corp,Energy,XLE,63.004432682109176,13.75,0.65,90,1237.5,13.75,13.06,5.0,15.4,12.0,61.88,148.5,2.4,21,RISK_OFF,1589218,1.2,BUY
NOV,NOV Inc,Energy,XLE,63.004432682109176,15.72,0.48,79,1241.88,15.72,14.93,5.0,17.61,12.0,62.09,149.03,2.4,21,RISK_OFF,6209619,2.43,BUY
