Ticker,Company,Sector,Sector_ETF,Sector_Score,Price,ATR,Entry_Zone_Low,Entry_Zone_High,Limit_Buy_Price,Entry_Method,Shares,Investment,Entry_Price,Stop_Loss,Stop_Loss_Pct,Take_Profit,Take_Profit_Pct,Take_Profit_Extended,Potential_Loss,Potential_Gain,Risk_Reward,Max_Hold_Days,Market_Mode,Volume,Analyst_Rating,Recommendation
AGPU,Axe Compute Inc,Technology,XLK,61.10126924288013,10.62,1.02,10.11,10.93,10.93,ATR-based,85,902.7,10.62,8.58,-19.2,13.68,28.8,15.72,199.41,234.09,1.17,21,RISK_OFF,2616224,3.0,CONSIDER
CBRS,Cerebras Systems Inc,Technology,XLK,61.10126924288013,251.98,25.01,239.47,259.48,259.48,ATR-based,3,755.94,251.98,201.96,-19.9,327.01,29.8,377.03,172.57,202.58,1.17,21,RISK_OFF,14860461,1.42,CONSIDER
DUOT,Duos Technologies Group Inc,Technology,XLK,61.10126924288013,10.28,0.74,9.91,10.5,10.5,ATR-based,88,904.64,10.28,8.8,-14.4,12.5,21.6,13.98,149.78,175.82,1.17,21,RISK_OFF,5899783,1.0,CONSIDER
ESTC,Elastic N.V,Technology,XLK,61.10126924288013,83.44,3.73,81.58,84.56,84.56,ATR-based,10,834.4,83.44,75.98,-8.9,94.63,13.4,102.09,85.79,100.71,1.17,21,RISK_OFF,3416765,2.03,CONSIDER
MANH,Manhattan Associates Inc,Technology,XLK,61.10126924288013,196.47,8.9,192.02,199.14,199.14,ATR-based,4,785.88,196.47,178.67,-9.1,223.17,13.6,240.97,81.88,96.12,1.17,21,RISK_OFF,1491794,1.8,CONSIDER
SWMR,Swarmer Inc,Technology,XLK,61.10126924288013,47.08,3.99,45.09,48.28,48.28,ATR-based,19,894.52,47.08,39.1,-16.9,59.05,25.4,67.03,174.36,204.69,1.17,21,RISK_OFF,892780,1.0,CONSIDER
AM,Antero Midstream Corp,Energy,XLE,59.701892265014344,22.15,0.53,21.88,22.31,22.31,ATR-based,41,908.15,22.15,21.09,-4.8,23.74,7.2,24.8,49.98,58.67,1.17,21,RISK_OFF,6188721,3.22,CONSIDER
DK,Delek US Holdings Inc,Energy,XLE,59.701892265014344,67.21,3.37,65.52,68.22,68.22,ATR-based,13,873.73,67.21,60.47,-10.0,77.32,15.0,84.06,100.76,118.29,1.17,21,RISK_OFF,1900330,2.0,CONSIDER
KGEI,Kolibri Global Energy Inc,Energy,XLE,59.701892265014344,6.04,0.29,5.9,6.13,6.13,ATR-based,150,906.0,6.04,5.46,-9.6,6.91,14.4,7.49,100.05,117.45,1.17,21,RISK_OFF,318464,1.0,CONSIDER
NXE,NexGen Energy Ltd,Energy,XLE,59.701892265014344,10.75,0.47,10.52,10.89,10.89,ATR-based,84,903.0,10.75,9.81,-8.7,12.16,13.1,13.1,90.8,106.6,1.17,21,RISK_OFF,14808897,1.17,CONSIDER
OII,Oceaneering International Inc,Energy,XLE,59.701892265014344,54.11,2.16,53.03,54.76,54.76,ATR-based,16,865.76,54.11,49.79,-8.0,60.59,12.0,64.91,79.49,93.31,1.17,21,RISK_OFF,2031070,3.0,CONSIDER
