Ticker,Company,Sector,Sector_ETF,Sector_Score,Price,ATR,Entry_Zone_Low,Entry_Zone_High,Limit_Buy_Price,Entry_Method,Shares,Investment,Entry_Price,Stop_Loss,Stop_Loss_Pct,Take_Profit,Take_Profit_Pct,Take_Profit_Extended,Potential_Loss,Potential_Gain,Risk_Reward,Max_Hold_Days,Market_Mode,Volume,Analyst_Rating,Recommendation
DEC,Diversified Energy Co,Energy,XLE,68.03536663188535,15.43,0.46,15.2,15.57,15.57,ATR-based,54,833.22,15.43,14.51,-6.0,16.81,8.9,17.73,57.13,67.07,1.17,21,RISK_OFF,1515617,1.15,CONSIDER
DK,Delek US Holdings Inc,Energy,XLE,68.03536663188535,75.67,4.13,73.61,76.91,76.91,ATR-based,11,832.37,75.67,67.41,-10.9,88.06,16.4,96.32,104.49,122.66,1.17,21,RISK_OFF,3159656,2.0,CONSIDER
GFR,Greenfire Resources Ltd,Energy,XLE,68.03536663188535,6.23,0.23,6.12,6.3,6.3,ATR-based,133,828.59,6.23,5.77,-7.4,6.92,11.1,7.38,70.36,82.59,1.17,21,RISK_OFF,1839212,,CONSIDER
GRNT,Granite Ridge Resources Inc,Energy,XLE,68.03536663188535,5.1,0.15,5.02,5.14,5.14,ATR-based,163,831.3,5.1,4.8,-5.9,5.55,8.8,5.85,56.23,66.02,1.17,21,RISK_OFF,2364256,1.57,CONSIDER
PBA,Pembina Pipeline Corp,Energy,XLE,68.03536663188535,49.16,0.86,48.73,49.42,49.42,ATR-based,16,786.56,49.16,47.44,-3.5,51.74,5.2,53.46,31.65,37.15,1.17,21,RISK_OFF,1724676,2.0,CONSIDER
REPX,Riley Exploration Permian Inc,Energy,XLE,68.03536663188535,42.83,1.28,42.19,43.21,43.21,ATR-based,19,813.77,42.83,40.27,-6.0,46.67,9.0,49.23,55.94,65.66,1.17,21,RISK_OFF,406397,1.0,CONSIDER
SEI,Solaris Energy Infrastructure Inc,Energy,XLE,68.03536663188535,63.96,4.23,61.84,65.23,65.23,ATR-based,13,831.48,63.96,55.5,-13.2,76.65,19.8,85.11,126.48,148.47,1.17,21,RISK_OFF,4991823,1.12,CONSIDER
CRWV,CoreWeave Inc,Technology,XLK,56.55250386086093,99.83,6.77,96.44,101.86,101.86,ATR-based,8,798.64,99.83,86.29,-13.6,120.14,20.3,133.68,124.57,146.23,1.17,21,RISK_OFF,50830239,1.79,CONSIDER
NUAI,New Era Energy & Digital Inc,Technology,XLK,56.55250386086093,6.6,0.54,6.33,6.76,6.76,ATR-based,126,831.6,6.6,5.52,-16.4,8.22,24.5,9.3,156.49,183.71,1.17,21,RISK_OFF,15378537,1.0,CONSIDER
PAYS,PaySign Inc,Technology,XLK,56.55250386086093,12.88,0.69,12.54,13.09,13.09,ATR-based,64,824.32,12.88,11.5,-10.7,14.95,16.1,16.33,101.57,119.23,1.17,21,RISK_OFF,1092530,1.0,CONSIDER
QCOM,Qualcomm Inc,Technology,XLK,56.55250386086093,174.09,6.63,170.78,176.08,176.08,ATR-based,4,696.36,174.09,160.83,-7.6,193.98,11.4,207.24,61.0,71.6,1.17,21,RISK_OFF,25608130,2.62,CONSIDER
