Date,Ticker,Sector_Name,Close,Volume,Momentum_5d,Momentum_20d,RS_vs_SPY,Volume_Pressure,Volatility,Sector_Score,FinViz_Code,Rank
2025-11-19,XLV,Healthcare,152.3300018310547,"Ticker
XLV    17302761
Name: 2025-11-19 00:00:00, dtype: int64",-0.3206422390259922,4.364205826377443,0.05138387168794456,75.21274141393137,62.20721369929328,60.88630925469115,sec_healthcare,1
2025-11-19,XLE,Energy,89.87999725341797,"Ticker
XLE    19575243
Name: 2025-11-19 00:00:00, dtype: int64",-0.4099753424731678,2.3690138147649087,0.03143195157181922,59.65943341820002,30.30761858600438,52.554762891224584,sec_energy,2
2025-11-19,XLI,Industrials,150.35000610351562,"Ticker
XLI    12419390
Name: 2025-11-19 00:00:00, dtype: int64",-2.6167454511977217,-1.6484523413113794,-0.008742709988943664,34.60610075376249,78.09141675859993,47.422301976030525,sec_industrials,3
2025-11-19,XLU,Utilities,88.47000122070312,"Ticker
XLU    12225300
Name: 2025-11-19 00:00:00, dtype: int64",-1.6125411229634068,-2.1349560537598844,-0.013607747113428714,41.31434466714672,32.023687757228004,44.072355877415404,sec_utilities,4
2025-11-19,XLB,Materials,85.73999786376953,"Ticker
XLB    7331004
Name: 2025-11-19 00:00:00, dtype: int64",-2.733980284052351,-2.9211977354726804,-0.021470163930556674,34.74959140726065,56.02953025949821,43.925172129516845,sec_basicmaterials,5
2025-11-19,XLF,Financials,51.56999969482422,"Ticker
XLF    45542541
Name: 2025-11-19 00:00:00, dtype: int64",-3.912797737593743,-1.6402834357158391,-0.008661020932988261,35.87523481869817,39.924785443767085,43.34921364857151,sec_financial,6
2025-11-19,XLC,Communication Services,111.19000244140625,"Ticker
XLC    4353704
Name: 2025-11-19 00:00:00, dtype: int64",-2.0697537917667153,-3.8481468105581174,-0.030739654681411044,33.123851485282394,42.838193664086496,41.61963200740884,sec_communicationservices,7
2025-11-19,XLK,Technology,280.9700012207031,"Ticker
XLK    13581090
Name: 2025-11-19 00:00:00, dtype: int64",-4.40596475755648,-1.5832390515552408,-0.008090577091382278,39.72736401196267,15.413286666927675,41.52826718571598,sec_technology,8
2025-11-19,XLP,Consumer Staples,76.51000213623047,"Ticker
XLP    14223034
Name: 2025-11-19 00:00:00, dtype: int64",-1.0475912594293146,-4.050659410672786,-0.032764780682557726,36.016411258713696,28.51878802753322,40.97255581126006,sec_consumerdefensive,9
2025-11-19,XLRE,Real Estate,40.5099983215332,"Ticker
XLRE    6904387
Name: 2025-11-19 00:00:00, dtype: int64",-2.0788025925926212,-4.7719853086631625,-0.039978039662461495,25.282850299312386,14.836946251457121,36.32384901051648,sec_realestate,10
2025-11-19,XLY,Consumer Discretionary,224.50999450683594,"Ticker
XLY    7877566
Name: 2025-11-19 00:00:00, dtype: int64",-5.64428334738607,-5.3898054700539655,-0.046156241276369525,31.2801924739804,14.193451723503784,35.41495552934657,sec_consumercyclical,11
