Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2026-06-02 21:36:42.445570,RISK_OFF,48.9689995946917,Technology,78.1972887893449,15,9406.260000000002,1.1699999999999997,N/A
