Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2025-12-31 16:30:15.554343,NEUTRAL,45.608843018207416,Communication Services,59.665935091560875,8,9897.01,0.19625,BEARISH (STALE-75d)
