Ticker,Company,Sector,Sector_ETF,Sector_Score,Price,ATR,Entry_Zone_Low,Entry_Zone_High,Limit_Buy_Price,Entry_Method,Shares,Investment,Entry_Price,Stop_Loss,Stop_Loss_Pct,Take_Profit,Take_Profit_Pct,Take_Profit_Extended,Potential_Loss,Potential_Gain,Risk_Reward,Max_Hold_Days,Market_Mode,Volume,Analyst_Rating,Recommendation
BSM,Black Stone Minerals LP,Energy,XLE,62.22156901960919,14.9,0.25,14.78,14.97,14.97,ATR-based,55,819.5,14.9,14.4,-3.4,15.65,5.0,16.15,31.62,37.13,1.17,21,RISK_OFF,884524,2.5,CONSIDER
CVE,Cenovus Energy Inc,Energy,XLE,62.22156901960919,33.27,0.94,32.8,33.55,33.55,ATR-based,25,831.75,33.27,31.39,-5.7,36.09,8.5,37.97,54.05,63.45,1.17,21,RISK_OFF,17821401,1.32,CONSIDER
CVI,CVR Energy Inc,Energy,XLE,62.22156901960919,48.63,2.36,47.45,49.34,49.34,ATR-based,17,826.71,48.63,43.91,-9.7,55.71,14.6,60.43,92.28,108.32,1.17,21,RISK_OFF,1670838,4.14,CONSIDER
EGY,VAALCO Energy Inc,Energy,XLE,62.22156901960919,6.27,0.19,6.17,6.33,6.33,ATR-based,132,827.64,6.27,5.89,-6.1,6.84,9.1,7.22,57.68,67.72,1.17,21,RISK_OFF,1993788,1.0,CONSIDER
GFR,Greenfire Resources Ltd,Energy,XLE,62.22156901960919,6.62,0.25,6.5,6.7,6.7,ATR-based,125,827.5,6.62,6.12,-7.6,7.37,11.3,7.87,71.88,84.37,1.17,21,RISK_OFF,1657928,,CONSIDER
GRNT,Granite Ridge Resources Inc,Energy,XLE,62.22156901960919,5.12,0.14,5.05,5.16,5.16,ATR-based,162,829.44,5.12,4.84,-5.5,5.54,8.2,5.82,52.16,61.24,1.17,21,RISK_OFF,2549506,1.57,CONSIDER
IMO,Imperial Oil Ltd,Energy,XLE,62.22156901960919,131.83,3.28,130.19,132.81,132.81,ATR-based,6,790.98,131.83,125.27,-5.0,141.67,7.5,148.23,45.26,53.14,1.17,21,RISK_OFF,952307,3.79,CONSIDER
INSW,International Seaways Inc,Energy,XLE,62.22156901960919,105.84,3.56,104.06,106.91,106.91,ATR-based,7,740.88,105.84,98.72,-6.7,116.52,10.1,123.64,57.32,67.28,1.17,21,RISK_OFF,973427,1.22,CONSIDER
OBE,Obsidian Energy Ltd,Energy,XLE,62.22156901960919,12.49,0.65,12.17,12.69,12.69,ATR-based,66,824.34,12.49,11.19,-10.4,14.44,15.6,15.74,98.67,115.83,1.17,21,RISK_OFF,1519477,2.25,CONSIDER
OVV,Ovintiv Inc,Energy,XLE,62.22156901960919,65.36,1.88,64.42,65.92,65.92,ATR-based,12,784.32,65.36,61.6,-5.8,71.0,8.6,74.76,51.89,60.91,1.17,21,RISK_OFF,5874948,1.55,CONSIDER
ANGX,Angel Studios Inc,Communication Services,XLC,56.39682730388809,5.48,0.3,5.33,5.57,5.57,ATR-based,152,832.96,5.48,4.88,-10.9,6.38,16.4,6.98,104.88,123.12,1.17,21,RISK_OFF,2338523,1.0,CONSIDER
DV,DoubleVerify Holdings Inc,Communication Services,XLC,56.39682730388809,13.52,0.14,13.45,13.56,13.56,ATR-based,61,824.72,13.52,13.24,-2.1,13.94,3.1,14.22,19.64,23.06,1.17,21,RISK_OFF,23347617,3.06,CONSIDER
