Ticker,Company,Sector,Sector_ETF,Sector_Score,Price,ATR,Entry_Zone_Low,Entry_Zone_High,Limit_Buy_Price,Entry_Method,Shares,Investment,Entry_Price,Stop_Loss,Stop_Loss_Pct,Take_Profit,Take_Profit_Pct,Take_Profit_Extended,Potential_Loss,Potential_Gain,Risk_Reward,Max_Hold_Days,Market_Mode,Volume,Analyst_Rating,Recommendation
ARIS,Aris Mining Corp,Basic Materials,XLB,57.03932922409164,17.4,0.95,16.92,17.68,17.68,ATR-based,38,661.2,17.4,15.5,-10.9,20.25,16.4,22.15,83.03,97.47,1.17,21,RISK_OFF,2425388,1.0,CONSIDER
ASH,Ashland Inc,Basic Materials,XLB,57.03932922409164,76.45,2.62,75.14,77.24,77.24,ATR-based,8,611.6,76.45,71.21,-6.9,84.31,10.3,89.55,48.21,56.59,1.17,21,RISK_OFF,1759110,1.5,CONSIDER
AVNT,Avient Corp,Basic Materials,XLB,57.03932922409164,45.69,1.73,44.82,46.21,46.21,ATR-based,14,639.66,45.69,42.23,-7.6,50.88,11.4,54.34,55.71,65.39,1.17,21,RISK_OFF,1627390,1.56,CONSIDER
AYA,Aya Gold & Silver Inc,Basic Materials,XLB,57.03932922409164,27.19,1.53,26.43,27.65,27.65,ATR-based,24,652.56,27.19,24.13,-11.3,31.78,16.9,34.84,84.46,99.14,1.17,21,RISK_OFF,831826,,CONSIDER
BTG,B2gold Corp,Basic Materials,XLB,57.03932922409164,5.03,0.23,4.92,5.1,5.1,ATR-based,132,663.96,5.03,4.57,-9.1,5.72,13.7,6.18,69.83,81.97,1.17,21,RISK_OFF,69243795,2.0,CONSIDER
CENX,Century Aluminum Co,Basic Materials,XLB,57.03932922409164,51.23,2.8,49.83,52.07,52.07,ATR-based,13,665.99,51.23,45.63,-10.9,59.63,16.4,65.23,83.72,98.28,1.17,21,RISK_OFF,3739749,1.0,CONSIDER
ERO,Ero Copper Corp,Basic Materials,XLB,57.03932922409164,34.31,1.6,33.51,34.79,34.79,ATR-based,19,651.89,34.31,31.11,-9.3,39.11,14.0,42.31,69.92,82.08,1.17,21,RISK_OFF,2705496,1.72,CONSIDER
FNV,Franco-Nevada Corp,Basic Materials,XLB,57.03932922409164,238.65,8.15,234.58,241.09,241.09,ATR-based,2,477.3,238.65,222.35,-6.8,263.1,10.2,279.4,37.49,44.01,1.17,21,RISK_OFF,1362914,1.73,CONSIDER
IAG,Iamgold Corp,Basic Materials,XLB,57.03932922409164,18.32,0.89,17.88,18.59,18.59,ATR-based,36,659.52,18.32,16.54,-9.7,20.99,14.6,22.77,73.69,86.51,1.17,21,RISK_OFF,12265995,1.58,CONSIDER
KRO,Kronos Worldwide Inc,Basic Materials,XLB,57.03932922409164,8.59,0.52,8.33,8.75,8.75,ATR-based,77,661.43,8.59,7.55,-12.1,10.15,18.2,11.19,92.09,108.11,1.17,21,RISK_OFF,836004,5.0,CONSIDER
EGY,VAALCO Energy Inc,Energy,XLE,56.20575247179552,5.55,0.23,5.43,5.62,5.62,ATR-based,120,666.0,5.55,5.09,-8.3,6.24,12.4,6.7,63.48,74.52,1.17,21,RISK_OFF,2227558,1.0,CONSIDER
GTE,Gran Tierra Energy Inc,Energy,XLE,56.20575247179552,8.96,0.79,8.57,9.2,9.2,ATR-based,74,663.04,8.96,7.38,-17.6,11.33,26.5,12.91,134.46,157.84,1.17,21,RISK_OFF,1079883,1.71,CONSIDER
INVX,Innovex International Inc,Energy,XLE,56.20575247179552,28.1,1.54,27.33,28.56,28.56,ATR-based,23,646.3,28.1,25.02,-11.0,32.72,16.4,35.8,81.47,95.63,1.17,21,RISK_OFF,3287443,1.33,CONSIDER
KRP,Kimbell Royalty Partners LP,Energy,XLE,56.20575247179552,14.98,0.33,14.82,15.08,15.08,ATR-based,44,659.12,14.98,14.32,-4.4,15.97,6.6,16.63,33.4,39.2,1.17,21,RISK_OFF,2261595,1.57,CONSIDER
ALL,Allstate Corp,Financial,XLF,56.16325096128303,267.0,6.93,263.54,269.08,269.08,ATR-based,2,534.0,267.0,253.14,-5.2,287.79,7.8,301.65,31.88,37.42,1.17,21,RISK_OFF,2747309,2.45,CONSIDER
