Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2025-12-18 16:30:15.990493,NEUTRAL,43.534043485465894,Consumer Discretionary,64.71045059792534,8,9768.310000000001,0.255,BEARISH (STALE-62d)
