Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2025-12-02 16:30:16.339390,NEUTRAL,45.400113731809,Healthcare,58.42809575595486,8,9893.71,0.14750000000000002,BEARISH (STALE-46d)
