Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2025-12-09 16:30:20.166093,NEUTRAL,50.93386445562183,Communication Services,54.008907876365,6,9842.490000000002,0.12666666666666668,BEARISH (STALE-53d)
