Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2026-05-21 21:13:54.112746,RISK_OFF,54.36111142123904,Technology,65.4615135803191,15,9290.23,1.1699999999999997,N/A
