Ticker,Company,Sector,Sector_ETF,Sector_Score,Price,ATR,Entry_Zone_Low,Entry_Zone_High,Limit_Buy_Price,Entry_Method,Shares,Investment,Entry_Price,Stop_Loss,Stop_Loss_Pct,Take_Profit,Take_Profit_Pct,Take_Profit_Extended,Potential_Loss,Potential_Gain,Risk_Reward,Max_Hold_Days,Market_Mode,Volume,Analyst_Rating,Recommendation
DK,Delek US Holdings Inc,Energy,XLE,66.34498949770446,76.1,4.05,74.07,77.31,77.31,ATR-based,10,761.0,76.1,68.0,-10.6,88.25,16.0,96.35,93.15,109.35,1.17,21,RISK_OFF,2365614,2.0,CONSIDER
GFR,Greenfire Resources Ltd,Energy,XLE,66.34498949770446,6.52,0.25,6.39,6.59,6.59,ATR-based,127,828.04,6.52,6.02,-7.7,7.27,11.5,7.77,73.03,85.72,1.17,21,RISK_OFF,2232292,,CONSIDER
INSW,International Seaways Inc,Energy,XLE,66.34498949770446,103.65,3.52,101.89,104.71,104.71,ATR-based,8,829.2,103.65,96.61,-6.8,114.21,10.2,121.25,64.77,76.03,1.17,21,RISK_OFF,1029455,1.22,CONSIDER
OBE,Obsidian Energy Ltd,Energy,XLE,66.34498949770446,12.97,0.59,12.68,13.15,13.15,ATR-based,64,830.08,12.97,11.79,-9.1,14.74,13.6,15.92,86.85,101.95,1.17,21,RISK_OFF,1327400,2.25,CONSIDER
USAC,USA Compression Partners LP,Energy,XLE,66.34498949770446,27.64,0.55,27.37,27.8,27.8,ATR-based,30,829.2,27.64,26.54,-4.0,29.29,6.0,30.39,37.95,44.55,1.17,21,RISK_OFF,525228,2.83,CONSIDER
ALKT,Alkami Technology Inc,Technology,XLK,53.5570556850395,20.51,0.86,20.08,20.77,20.77,ATR-based,40,820.4,20.51,18.79,-8.4,23.09,12.6,24.81,79.12,92.88,1.17,21,RISK_OFF,3315517,1.44,CONSIDER
ALNT,Allient Inc,Technology,XLK,53.5570556850395,98.66,5.14,96.09,100.2,100.2,ATR-based,8,789.28,98.66,88.38,-10.4,114.08,15.6,124.36,94.58,111.02,1.17,21,RISK_OFF,565069,1.4,CONSIDER
AVT,Avnet Inc,Technology,XLK,53.5570556850395,99.63,3.47,97.89,100.67,100.67,ATR-based,8,797.04,99.63,92.69,-7.0,110.04,10.4,116.98,63.85,74.95,1.17,21,RISK_OFF,1884335,2.43,CONSIDER
DELL,Dell Technologies Inc,Technology,XLK,53.5570556850395,567.29,33.35,550.62,577.29,577.29,ATR-based,1,567.29,567.29,500.59,-11.8,667.34,17.6,734.04,76.7,90.04,1.17,21,RISK_OFF,14345651,1.67,CONSIDER
FEIM,Frequency Electronics Inc,Technology,XLK,53.5570556850395,88.38,5.83,85.46,90.13,90.13,ATR-based,9,795.42,88.38,76.72,-13.2,105.87,19.8,117.53,120.68,141.67,1.17,21,RISK_OFF,1543769,1.33,CONSIDER
ANGX,Angel Studios Inc,Communication Services,XLC,53.39224081408527,5.45,0.3,5.3,5.54,5.54,ATR-based,152,828.4,5.45,4.85,-11.0,6.35,16.5,6.95,104.88,123.12,1.17,21,RISK_OFF,2324164,1.0,CONSIDER
NMAX,Newsmax Inc,Communication Services,XLC,53.39224081408527,11.39,0.62,11.08,11.58,11.58,ATR-based,73,831.47,11.39,10.15,-10.9,13.25,16.3,14.49,104.1,122.2,1.17,21,RISK_OFF,2354147,1.0,CONSIDER
