Ticker,Company,Sector,Sector_ETF,Sector_Score,Price,ATR,Entry_Zone_Low,Entry_Zone_High,Limit_Buy_Price,Entry_Method,Shares,Investment,Entry_Price,Stop_Loss,Stop_Loss_Pct,Take_Profit,Take_Profit_Pct,Take_Profit_Extended,Potential_Loss,Potential_Gain,Risk_Reward,Max_Hold_Days,Market_Mode,Volume,Analyst_Rating,Recommendation
ALOY,REalloys Inc,Basic Materials,XLB,58.38189410141469,12.98,1.33,12.32,13.38,13.38,ATR-based,64,830.72,12.98,10.32,-20.5,16.97,30.7,19.63,195.78,229.82,1.17,21,RISK_OFF,4637737,1.0,CONSIDER
CLMT,Calumet Inc,Basic Materials,XLB,58.38189410141469,45.47,2.15,44.39,46.12,46.12,ATR-based,18,818.46,45.47,41.17,-9.5,51.92,14.2,56.22,89.01,104.49,1.17,21,RISK_OFF,2669998,2.2,CONSIDER
DC,Dakota Gold Corp,Basic Materials,XLB,58.38189410141469,6.13,0.28,5.99,6.21,6.21,ATR-based,135,827.55,6.13,5.57,-9.1,6.97,13.7,7.53,86.94,102.06,1.17,21,RISK_OFF,2339347,1.0,CONSIDER
ERO,Ero Copper Corp,Basic Materials,XLB,58.38189410141469,36.54,1.65,35.71,37.03,37.03,ATR-based,22,803.88,36.54,33.24,-9.0,41.49,13.5,44.79,83.49,98.01,1.17,21,RISK_OFF,3537679,1.72,CONSIDER
FF,Futurefuel Corp,Basic Materials,XLB,58.38189410141469,5.16,0.23,5.04,5.23,5.23,ATR-based,161,830.76,5.16,4.7,-8.9,5.85,13.4,6.31,85.17,99.98,1.17,21,RISK_OFF,1324286,1.0,CONSIDER
KRO,Kronos Worldwide Inc,Basic Materials,XLB,58.38189410141469,8.49,0.51,8.23,8.64,8.64,ATR-based,98,832.02,8.49,7.47,-12.0,10.02,18.0,11.04,114.95,134.95,1.17,21,RISK_OFF,592950,5.0,CONSIDER
MATV,Mativ Holdings Inc,Basic Materials,XLB,58.38189410141469,12.8,0.64,12.48,12.99,12.99,ATR-based,65,832.0,12.8,11.52,-10.0,14.72,15.0,16.0,95.68,112.32,1.17,21,RISK_OFF,1093535,1.0,CONSIDER
FLOC,Flowco Holdings Inc,Energy,XLE,57.13729389770434,22.33,0.91,21.88,22.6,22.6,ATR-based,37,826.21,22.33,20.51,-8.2,25.06,12.2,26.88,77.44,90.91,1.17,21,RISK_OFF,1213997,1.2,CONSIDER
GTE,Gran Tierra Energy Inc,Energy,XLE,57.13729389770434,8.95,0.8,8.55,9.19,9.19,ATR-based,93,832.35,8.95,7.35,-17.9,11.35,26.8,12.95,171.12,200.88,1.17,21,RISK_OFF,1757859,1.71,CONSIDER
HP,Helmerich & Payne Inc,Energy,XLE,57.13729389770434,41.87,1.69,41.02,42.38,42.38,ATR-based,19,795.53,41.87,38.49,-8.1,46.94,12.1,50.32,73.85,86.7,1.17,21,RISK_OFF,3595979,2.47,CONSIDER
INVX,Innovex International Inc,Energy,XLE,57.13729389770434,29.17,1.53,28.41,29.63,29.63,ATR-based,28,816.76,29.17,26.11,-10.5,33.76,15.7,36.82,98.53,115.67,1.17,21,RISK_OFF,1864221,1.33,CONSIDER
KRP,Kimbell Royalty Partners LP,Energy,XLE,57.13729389770434,15.09,0.34,14.92,15.19,15.19,ATR-based,55,829.95,15.09,14.41,-4.5,16.11,6.8,16.79,43.01,50.49,1.17,21,RISK_OFF,1464458,1.57,CONSIDER
