Ticker,Company,Sector,Sector_ETF,Sector_Score,Price,ATR,Entry_Zone_Low,Entry_Zone_High,Limit_Buy_Price,Entry_Method,Shares,Investment,Entry_Price,Stop_Loss,Stop_Loss_Pct,Take_Profit,Take_Profit_Pct,Take_Profit_Extended,Potential_Loss,Potential_Gain,Risk_Reward,Max_Hold_Days,Market_Mode,Volume,Analyst_Rating,Recommendation
RPRX,Royalty Pharma plc,Healthcare,XLV,55.232812781695685,55.87,1.19,55.27,56.23,56.23,ATR-based,16,893.92,55.87,53.49,-4.3,59.44,6.4,61.82,43.79,51.41,1.17,21,RISK_OFF,5985107,1.33,CONSIDER
AGX,Argan Inc,Industrials,XLI,54.993395314097484,694.72,42.04,673.7,707.33,707.33,ATR-based,1,694.72,694.72,610.64,-12.1,820.84,18.2,904.92,96.69,113.51,1.17,21,RISK_OFF,1077668,2.0,CONSIDER
ARCB,ArcBest Corp,Industrials,XLI,54.993395314097484,155.09,5.51,152.34,156.74,156.74,ATR-based,5,775.45,155.09,144.07,-7.1,171.62,10.7,182.64,63.37,74.39,1.17,21,RISK_OFF,491811,2.0,CONSIDER
FPS,Forgent Power Solutions Inc,Industrials,XLI,54.993395314097484,59.13,4.3,56.98,60.42,60.42,ATR-based,15,886.95,59.13,50.53,-14.5,72.03,21.8,80.63,148.35,174.15,1.17,21,RISK_OFF,9187662,1.3,CONSIDER
HTLD,Heartland Express Inc,Industrials,XLI,54.993395314097484,15.74,0.49,15.5,15.89,15.89,ATR-based,57,897.18,15.74,14.76,-6.2,17.21,9.3,18.19,64.24,75.41,1.17,21,RISK_OFF,723010,3.5,CONSIDER
MEC,Mayville Engineering Company Inc,Industrials,XLI,54.993395314097484,33.25,1.94,32.28,33.83,33.83,ATR-based,27,897.75,33.25,29.37,-11.7,39.07,17.5,42.95,120.47,141.43,1.17,21,RISK_OFF,804574,1.0,CONSIDER
AAOX,Tradr 2X Long AAOI Daily ETF,Financial,XLF,52.992498126213476,52.53,16.2,44.43,57.39,57.39,ATR-based,17,893.01,52.53,20.13,-61.7,101.13,92.5,133.53,633.42,743.58,1.17,21,RISK_OFF,9221844,,CONSIDER
AIZ,Assurant Inc,Financial,XLF,52.992498126213476,257.35,5.45,254.63,258.99,258.99,ATR-based,3,772.05,257.35,246.45,-4.2,273.7,6.4,284.6,37.6,44.15,1.17,21,RISK_OFF,613816,1.4,CONSIDER
AMG,Affiliated Managers Group Inc,Financial,XLF,52.992498126213476,336.81,10.55,331.54,339.98,339.98,ATR-based,2,673.62,336.81,315.71,-6.3,368.46,9.4,389.56,48.53,56.97,1.17,21,RISK_OFF,611126,1.75,CONSIDER
BITI,ProShares Short Bitcoin ETF,Financial,XLF,52.992498126213476,28.43,0.82,28.02,28.68,28.68,ATR-based,31,881.33,28.43,26.79,-5.8,30.89,8.7,32.53,58.47,68.63,1.17,21,RISK_OFF,5543656,,CONSIDER
BOXX,Alpha Architect 1-3 Month Box ETF,Financial,XLF,52.992498126213476,116.95,0.04,116.93,116.96,116.96,ATR-based,7,818.65,116.95,116.87,-0.1,117.07,0.1,117.15,0.64,0.76,1.17,21,RISK_OFF,3673373,,CONSIDER
