Ticker,Company,Sector,Sector_ETF,Sector_Score,Price,ATR,Entry_Zone_Low,Entry_Zone_High,Limit_Buy_Price,Entry_Method,Shares,Investment,Entry_Price,Stop_Loss,Stop_Loss_Pct,Take_Profit,Take_Profit_Pct,Take_Profit_Extended,Potential_Loss,Potential_Gain,Risk_Reward,Max_Hold_Days,Market_Mode,Volume,Analyst_Rating,Recommendation
HAE,Haemonetics Corp,Healthcare,XLV,65.36166240840105,108.41,3.86,106.48,109.57,109.57,ATR-based,8,867.28,108.41,100.69,-7.1,119.99,10.7,127.71,71.02,83.38,1.17,21,RISK_OFF,1459688,1.83,CONSIDER
MRK,Merck & Co Inc,Healthcare,XLV,65.36166240840105,152.2,4.32,150.04,153.5,153.5,ATR-based,5,761.0,152.2,143.56,-5.7,165.16,8.5,173.8,49.68,58.32,1.17,21,RISK_OFF,32538038,1.84,CONSIDER
AEM,Agnico Eagle Mines Ltd,Basic Materials,XLB,60.07092301704709,207.72,7.63,203.91,210.01,210.01,ATR-based,4,830.88,207.72,192.46,-7.3,230.61,11.0,245.87,70.2,82.4,1.17,21,RISK_OFF,5216753,1.58,CONSIDER
AMR,Alpha Metallurgical Resources Inc,Basic Materials,XLB,60.07092301704709,194.42,8.97,189.93,197.11,197.11,ATR-based,4,777.68,194.42,176.48,-9.2,221.33,13.8,239.27,82.52,96.88,1.17,21,RISK_OFF,552604,2.83,CONSIDER
AUGO,Aura Minerals Inc,Basic Materials,XLB,60.07092301704709,85.0,4.42,82.79,86.33,86.33,ATR-based,10,850.0,85.0,76.16,-10.4,98.26,15.6,107.1,101.66,119.34,1.17,21,RISK_OFF,1831504,1.0,CONSIDER
B,Barrick Mining Corp,Basic Materials,XLB,60.07092301704709,45.13,1.68,44.29,45.63,45.63,ATR-based,20,902.6,45.13,41.77,-7.4,50.17,11.2,53.53,77.28,90.72,1.17,21,RISK_OFF,16891303,1.6,CONSIDER
HL,Hecla Mining Co,Basic Materials,XLB,60.07092301704709,20.54,1.02,20.03,20.85,20.85,ATR-based,44,903.76,20.54,18.5,-9.9,23.6,14.9,25.64,103.22,121.18,1.17,21,RISK_OFF,65427232,1.91,CONSIDER
APA,APA Corp,Energy,XLE,59.36077914485897,43.45,1.47,42.72,43.89,43.89,ATR-based,20,869.0,43.45,40.51,-6.8,47.86,10.1,50.8,67.62,79.38,1.17,21,RISK_OFF,8725572,2.63,CONSIDER
GTE,Gran Tierra Energy Inc,Energy,XLE,59.36077914485897,9.81,0.67,9.47,10.01,10.01,ATR-based,92,902.52,9.81,8.47,-13.7,11.82,20.5,13.16,141.77,166.43,1.17,21,RISK_OFF,1227722,1.71,CONSIDER
PR,Permian Resources Holdings Inc,Energy,XLE,59.36077914485897,23.02,0.67,22.68,23.22,23.22,ATR-based,39,897.78,23.02,21.68,-5.8,25.03,8.7,26.37,60.1,70.55,1.17,21,RISK_OFF,15019918,1.19,CONSIDER
SUN,Sunoco LP,Energy,XLE,59.36077914485897,76.89,2.11,75.83,77.52,77.52,ATR-based,11,845.79,76.89,72.67,-5.5,83.22,8.2,87.44,53.38,62.67,1.17,21,RISK_OFF,828642,1.25,CONSIDER
