Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2025-12-16 16:30:16.986374,NEUTRAL,47.27682479813541,Financials,61.29542480790124,8,9802.57,0.16125,BEARISH (STALE-60d)
