Ticker,Company,Sector,Sector_ETF,Sector_Score,Price,ATR,Entry_Zone_Low,Entry_Zone_High,Limit_Buy_Price,Entry_Method,Shares,Investment,Entry_Price,Stop_Loss,Stop_Loss_Pct,Take_Profit,Take_Profit_Pct,Take_Profit_Extended,Potential_Loss,Potential_Gain,Risk_Reward,Max_Hold_Days,Market_Mode,Volume,Analyst_Rating,Recommendation
FTK,Flotek Industries Inc,Energy,XLE,67.41057533581156,27.88,2.12,26.82,28.52,28.52,ATR-based,35,975.8,27.88,23.64,-15.2,34.24,22.8,38.48,170.66,200.34,1.17,21,RISK_OFF,766353,1.0,CONSIDER
GFR,Greenfire Resources Ltd,Energy,XLE,67.41057533581156,6.39,0.24,6.27,6.46,6.46,ATR-based,156,996.84,6.39,5.91,-7.5,7.11,11.3,7.59,86.11,101.09,1.17,21,RISK_OFF,3353846,,CONSIDER
GRNT,Granite Ridge Resources Inc,Energy,XLE,67.41057533581156,5.1,0.15,5.02,5.14,5.14,ATR-based,196,999.6,5.1,4.8,-5.9,5.55,8.8,5.85,67.62,79.38,1.17,21,RISK_OFF,1793929,1.57,CONSIDER
REPX,Riley Exploration Permian Inc,Energy,XLE,67.41057533581156,43.14,1.27,42.51,43.52,43.52,ATR-based,23,992.22,43.14,40.6,-5.9,46.95,8.8,49.49,67.18,78.87,1.17,21,RISK_OFF,358443,1.0,CONSIDER
SEI,Solaris Energy Infrastructure Inc,Energy,XLE,67.41057533581156,67.67,4.31,65.52,68.96,68.96,ATR-based,14,947.38,67.67,59.05,-12.7,80.6,19.1,89.22,138.78,162.92,1.17,21,RISK_OFF,5144605,1.12,CONSIDER
SUNC,SunocoCorp LLC,Energy,XLE,67.41057533581156,82.38,1.95,81.41,82.96,82.96,ATR-based,12,988.56,82.38,78.48,-4.7,88.23,7.1,92.13,53.82,63.18,1.17,21,RISK_OFF,812401,1.25,CONSIDER
AEHR,Aehr Test Systems,Technology,XLK,57.43263167010242,95.56,10.25,90.44,98.64,98.64,ATR-based,10,955.6,95.56,75.06,-21.5,126.31,32.2,146.81,235.75,276.75,1.17,21,RISK_OFF,4300882,1.0,CONSIDER
CHYM,Chime Financial Inc,Technology,XLK,57.43263167010242,34.55,1.51,33.79,35.0,35.0,ATR-based,28,967.4,34.55,31.53,-8.7,39.08,13.1,42.1,97.24,114.16,1.17,21,RISK_OFF,13441616,1.29,CONSIDER
FSLY,Fastly Inc,Technology,XLK,57.43263167010242,22.71,1.9,21.76,23.28,23.28,ATR-based,44,999.24,22.71,18.91,-16.7,28.41,25.1,32.21,192.28,225.72,1.17,21,RISK_OFF,10499360,2.38,CONSIDER
META,Meta Platforms Inc,Communication Services,XLC,51.60776229584296,653.69,21.49,642.95,660.14,660.14,ATR-based,1,653.69,653.69,610.71,-6.6,718.16,9.9,761.14,49.43,58.02,1.17,21,RISK_OFF,35343359,1.29,CONSIDER
