Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2026-04-28 16:40:02.815055,RISK_ON,64.98404320878326,Technology,76.70532755191877,8,9825.77,0.18375000000000002,BEARISH (STALE-193d)
