Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2026-05-04 21:00:56.297903,AGGRESSIVE,63.30623919088695,Technology,76.50956997976249,8,9883.72,1.17,N/A
