Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2026-05-11 21:06:02.808942,RISK_ON_CAUTIOUS,69.44032855463104,Technology,82.71127497535947,15,9618.840000000002,1.1699999999999997,N/A
