Date,Ticker,Sector_Name,Close,Volume,Momentum_5d,Momentum_20d,RS_vs_SPY,Volume_Pressure,Volatility,Sector_Score,FinViz_Code,Rank
2026-01-13,XLB,Materials,48.72999954223633,"Ticker
XLB    10528642
Name: 2026-01-13 00:00:00, dtype: int64",2.589472720497543,8.486253822605306,0.06423938740339774,79.97731003321083,66.92426072936973,66.1787734492507,sec_basicmaterials,1
2026-01-13,XLY,Consumer Discretionary,124.20999908447266,"Ticker
XLY    8918296
Name: 2026-01-13 00:00:00, dtype: int64",2.593540429142882,3.111982514011724,0.01049667431746193,69.97547016547227,84.72459533976155,60.585794711606724,sec_consumercyclical,2
2026-01-13,XLK,Technology,146.47999572753906,"Ticker
XLK    16053197
Name: 2026-01-13 00:00:00, dtype: int64",-0.11592102012994987,2.096301812497514,0.00033986730231982953,54.54574291390212,100.0,56.92792444609319,sec_technology,3
2026-01-13,XLP,Consumer Staples,81.11000061035156,"Ticker
XLP    19255538
Name: 2026-01-13 00:00:00, dtype: int64",4.698592141851776,2.947277049968977,0.00884961967703446,71.00858361410555,26.068705232675043,55.604143611665535,sec_consumerdefensive,4
2026-01-13,XLI,Industrials,164.00999450683594,"Ticker
XLI    9432225
Name: 2026-01-13 00:00:00, dtype: int64",1.2282373669294078,4.996634284619672,0.02934319202354141,66.10162559052924,22.83056747652435,54.960153556016955,sec_industrials,5
2026-01-13,XLRE,Real Estate,40.93000030517578,"Ticker
XLRE    8702513
Name: 2026-01-13 00:00:00, dtype: int64",0.5651094297908665,1.539441668844077,-0.005228734134214541,53.619069362869666,73.84479321283769,53.84262109348536,sec_realestate,6
2026-01-13,XLC,Communication Services,116.88999938964844,"Ticker
XLC    7520563
Name: 2026-01-13 00:00:00, dtype: int64",-0.3750127286623717,0.6163991597637475,-0.014459159225017837,47.638610164037864,96.07692055152133,53.57065061512574,sec_communicationservices,7
2026-01-13,XLV,Healthcare,156.74000549316406,"Ticker
XLV    11546409
Name: 2026-01-13 00:00:00, dtype: int64",-0.8539381845775851,2.172829726555414,0.00110514644289883,60.86305595757142,51.62577073048896,53.135285176154795,sec_healthcare,8
2026-01-13,XLE,Energy,47.0,"Ticker
XLE    50329062
Name: 2026-01-13 00:00:00, dtype: int64",2.979843620813072,4.154349829948201,0.020920347476826695,60.53818024399551,0.3959488249914358,51.46236066843891,sec_energy,9
2026-01-13,XLU,Utilities,42.849998474121094,"Ticker
XLU    21918730
Name: 2026-01-13 00:00:00, dtype: int64",-0.13983074692235364,0.7962212958956494,-0.012660937863698818,47.97255844506161,11.54640397069538,45.4582835420758,sec_utilities,10
2026-01-13,XLF,Financials,54.22999954223633,"Ticker
XLF    76877028
Name: 2026-01-13 00:00:00, dtype: int64",-3.84752114350011,-0.9653601277300972,-0.030276752099956283,44.61990938851629,44.27598013318118,44.81605376475847,sec_financial,11
