Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2025-11-18 16:20:10.873536,RISK_OFF,20.503908185419466,Healthcare,63.34220441199544,5,9804.939999999999,0.10800000000000001,BEARISH (STALE-32d)
