Date,Market_Mode,Avg_FG_Score,Top_Sector,Top_Sector_Score,Num_Positions,Total_Investment,Avg_Risk_Reward,COT_Sentiment
2026-01-05 16:30:17.342918,NEUTRAL,58.082017518859615,Materials,62.936135393586326,8,9845.009999999998,0.17875000000000002,BEARISH (STALE-80d)
