date,ticker,close_price,fg_index,sentiment,signal,signal_changed,volatility_14d,btc_momentum,volatility_regime,volume_pressure,rsi_multi,ma_position,trend_strength,btc_dominance
2025-11-01,BTC-USD,110092.671875,50.480598615631216,Neutral,HOLD,False,30.35774268217917,46.2745415863556,68.66380337053238,47.37733551725298,48.44377294958556,0,81.48788819038091,37.60788219274653
2025-11-01,BTC-USD,110142.1796875,50.5833235700936,Neutral,HOLD,False,30.370632569134955,46.45102746320286,68.63137119778092,47.440654161815196,48.64105956524996,0,81.48951013653918,38.22772650127233
