date,ticker,sector,price,mom_5d,mom_20d,mom_60d,score,rank
2025-11-19,XLV,Healthcare,152.3300018310547,-0.26843239974070343,4.364205826377443,11.722748139716632,2.974414358541999,1
2025-11-19,XLE,Energy,89.87999725341797,-0.6631366945784367,2.3690138147649087,1.5994073458243108,1.459368661961905,2
2025-11-19,XLI,Industrials,150.35000610351562,-1.0855223003186643,-1.6484523413113794,-1.422674228170917,-1.4795733290135649,3
2025-11-19,XLU,Utilities,88.47000122070312,-0.23680546205455677,-2.1349560537598844,4.4389296593504435,-1.565510876248286,4
2025-11-19,XLK,Technology,280.9700012207031,-1.9609878882728027,-1.5832390515552408,6.383464272871908,-1.6965637025705094,5
2025-11-19,XLF,Financials,51.56999969482422,-2.6613813884389326,-1.6402834357158391,-3.7936652593545395,-1.9466128215327672,6
2025-11-19,XLB,Materials,85.73999786376953,-2.0897588642595943,-2.9211977354726804,-6.514512066061751,-2.6717660741087546,7
2025-11-19,XLC,Communication Services,111.19000244140625,-0.6611255800517579,-3.8481468105581174,0.3487581459928446,-2.8920404414062095,8
2025-11-19,XLP,Consumer Staples,76.51000213623047,-1.0475912594293146,-4.050659410672786,-4.624209177906424,-3.1497389652997443,9
2025-11-19,XLRE,Real Estate,40.5099983215332,-0.7837460082553704,-4.7719853086631625,-3.249129015094643,-3.575513518540825,10
2025-11-19,XLY,Consumer Discretionary,224.50999450683594,-3.2284506436051963,-5.3898054700539655,-3.7835366675063153,-4.741399022119334,11
