date,ticker,sector,price,mom_5d,mom_20d,mom_60d,score,rank
2025-11-20,XLV,Healthcare,151.4199981689453,-0.27004126797389727,3.6839257259287717,11.49490156141788,2.497735627757971,1
2025-11-20,XLE,Energy,88.86000061035156,-3.4340318930591307,-0.12363786539543176,-0.3133604423952385,-1.1167560736945414,2
2025-11-20,XLU,Utilities,88.04000091552734,-0.8111775612601457,-2.5351498606303147,4.729556003995117,-2.0179581708192638,3
2025-11-20,XLP,Consumer Staples,77.05999755859375,-0.25887208401063067,-2.885949539462429,-3.328199087627337,-2.0978263028268893,4
2025-11-20,XLF,Financials,51.11000061035156,-2.5548143624331776,-2.7217363537448414,-4.775760518590577,-2.671659756351342,5
2025-11-20,XLC,Communication Services,109.97000122070312,-1.2215939890267702,-4.581343843207697,-1.1257705391592765,-3.573418886953419,6
2025-11-20,XLRE,Real Estate,40.369998931884766,-1.416365861413127,-5.011767219094665,-3.3314656252808827,-3.933146811790203,7
2025-11-20,XLI,Industrials,147.8300018310547,-2.749814371970971,-4.490242281337842,-3.245497626923921,-3.968113908527781,8
2025-11-20,XLB,Materials,84.45999908447266,-2.6622077307390746,-5.504585276497275,-7.910142033624156,-4.6518720127698145,9
2025-11-20,XLK,Technology,272.17999267578125,-5.542252840178863,-5.849390804358667,2.2472326174256763,-5.7572494151047255,10
2025-11-20,XLY,Consumer Discretionary,221.1199951171875,-4.231454068295593,-7.236649055397915,-5.39824559433606,-6.3350905592672175,11
