date,ticker,sector,price,mom_5d,mom_20d,mom_60d,score,rank
2026-01-08,XLB,Materials,47.5,2.992196661048019,10.037332933663734,7.16013054908482,7.923792051879019,1
2026-01-08,XLV,Healthcare,158.1199951171875,1.6783491110192506,5.8904532609804106,11.559185336206745,4.626822015992062,2
2026-01-08,XLY,Consumer Discretionary,122.91999816894531,3.861427759818281,4.393619247743019,5.1108152832874065,4.233961801365598,3
2026-01-08,XLF,Financials,55.900001525878906,1.7658860646533103,5.284110867157232,5.3632105636364,4.228643426406055,4
2026-01-08,XLI,Industrials,160.1699981689453,1.386253007110616,4.866628710390053,4.880302240365109,3.822515999406222,5
2026-01-08,XLE,Energy,46.540000915527344,1.9496152462205263,2.706174729387989,8.687561152544898,2.47920688443775,6
2026-01-08,XLP,Consumer Staples,78.44000244140625,0.965375178827732,1.3839042842842986,-0.02615719325731458,1.2583455526473286,7
2026-01-08,XLC,Communication Services,117.4800033569336,0.49615211589735253,1.263277277844188,2.8539437353621855,1.0331397292601374,8
2026-01-08,XLRE,Real Estate,40.44499969482422,0.1609673724360272,0.9556033599516178,-0.9999436948661344,0.7172125636969406,9
2026-01-08,XLU,Utilities,41.9900016784668,-2.755902311946823,-1.0419099617901884,-7.732638721534291,-1.5561076668371787,10
2026-01-08,XLK,Technology,144.24000549316406,-0.04157834880449407,-2.4058979467882713,2.6313629479238543,-1.6966020673931381,11
