date,ticker,sector,price,mom_5d,mom_20d,mom_60d,score,rank
2025-12-15,XLY,Consumer Discretionary,121.7300033569336,3.178504740888033,5.444154080924779,1.3656483213044357,4.764459278913755,1
2025-12-15,XLF,Financials,54.9900016784668,3.2094649743767967,4.842709015405933,1.8333364416051712,4.352735803097191,2
2025-12-15,XLB,Materials,45.119998931884766,3.987092801501757,3.9990795838994675,-0.14385844734017272,3.9954835491801544,3
2025-12-15,XLV,Healthcare,156.10000610351562,4.094424589726731,2.812358704449136,14.250165062500386,3.1969784700324144,4
2025-12-15,XLI,Industrials,156.99000549316406,2.433779929544344,3.2761076023222646,2.607846727558205,3.0234093004888885,5
2025-12-15,XLC,Communication Services,116.56999969482422,0.26664162471845554,4.145447491287002,-2.0379032697047217,2.981805731316438,6
2025-12-15,XLP,Consumer Staples,79.63999938964844,2.1156578677705262,3.080503737524354,2.1549516738134322,2.7910499765982055,7
2025-12-15,XLRE,Real Estate,40.90999984741211,0.4172758025072998,0.19592949490532252,-1.5000056026906128,0.2623333871859157,8
2025-12-15,XLU,Utilities,43.220001220703125,1.0994180601242798,-2.6137895887648144,1.4554055605393357,-1.499827294098086,9
2025-12-15,XLE,Energy,45.189998626708984,-1.1159783976285143,-1.7822206579834798,3.0911362393898134,-1.5823479798769902,10
2025-12-15,XLK,Technology,142.3000030517578,-3.8643433695450424,-1.231993013417887,0.6863377967422979,-2.0216981202560333,11
