date,ticker,sector,price,mom_5d,mom_20d,mom_60d,score,rank
2025-12-09,XLC,Communication Services,116.38999938964844,1.0944168907231155,2.7454101729033065,-1.45467283927051,2.2501121882492487,1
2025-12-09,XLP,Consumer Staples,77.98999786376953,-1.0655891764222214,2.041080141783147,-1.5481861117162654,1.1090793463215365,2
2025-12-09,XLK,Technology,148.02000427246094,2.0862852216578798,0.17257461771449378,8.830069674703678,0.7466877988975096,3
2025-12-09,XLE,Energy,45.70000076293945,-0.4682568840267298,1.1621506026461725,2.673166111219394,0.6730283566443018,4
2025-12-09,XLV,Healthcare,149.97999572753906,-3.288629122581266,1.8332407459401345,10.0313321708261,0.2966797853837144,5
2025-12-09,XLF,Financials,53.279998779296875,-0.50420254268988,0.5852323040396401,-0.19531432830285356,0.2584018500207841,6
2025-12-09,XLI,Industrials,153.25999450683594,-0.6160509471956455,-0.6095995201100823,1.35887260882126,-0.6115349482357513,7
2025-12-09,XLB,Materials,43.38999938964844,-2.4834241347615693,0.17315194578628734,-3.8254860988919837,-0.6238208783780697,8
2025-12-09,XLY,Consumer Discretionary,117.9800033569336,-1.2678349343707374,-1.2554402057714298,-2.3964873055077773,-1.259158624351222,9
2025-12-09,XLRE,Real Estate,40.5,-1.387873628097569,-1.7943783907583666,-2.9509697652339795,-1.6724269619601273,10
2025-12-09,XLU,Utilities,42.75,-2.3972585738588514,-4.639754062231216,2.3003637082632977,-3.9670054157195063,11
