date,ticker,sector,price,mom_5d,mom_20d,mom_60d,score,rank
2025-11-16,XLE,Energy,92.0199966430664,1.848365464470536,7.0248814262761305,5.293002535588376,5.471926637734452,1
2025-11-16,XLV,Healthcare,151.8300018310547,3.08935570985176,5.97473113933531,10.388915502148578,5.109118510490244,2
2025-11-16,XLF,Financials,52.45000076293945,-0.9816885893527804,0.5174405062946974,-1.7684104217646437,0.067701777600454,3
2025-11-16,XLK,Technology,288.1499938964844,-2.4972100677751907,1.101710123599342,9.946003361457256,0.0220340661869822,4
2025-11-16,XLI,Industrials,152.00999450683594,-1.4202350744152992,0.184537525328654,-0.3277975045248071,-0.2968942545945319,5
2025-11-16,XLB,Materials,86.7699966430664,0.1616061342341934,-1.263086760404275,-5.422252078165169,-0.8356788920127344,6
2025-11-16,XLP,Consumer Staples,77.26000213623047,1.0859634014661612,-3.09795700076102,-5.674591960124586,-1.8427808800928656,7
2025-11-16,XLRE,Real Estate,40.95000076293945,-0.7032029673237572,-2.592769098121739,-2.5447512796973992,-2.025899258882344,8
2025-11-16,XLY,Consumer Discretionary,230.88999938964844,-3.3771372185647186,-1.5058437022735682,-0.773387009251747,-2.067231757160913,9
2025-11-16,XLU,Utilities,88.76000213623047,-1.0037937643529782,-3.068687963261596,3.855729376217587,-2.4492197035890104,10
2025-11-16,XLC,Communication Services,111.33000183105467,-1.721395629639233,-3.1407695612255204,0.3667879296940901,-2.7149573817496337,11
2025-11-17,XLV,Healthcare,151.6999969482422,0.6769341133800566,4.772431785706277,11.889693257499289,3.543782484008411,1
2025-11-17,XLE,Energy,90.33000183105467,-1.311042242156801,3.959031494499099,3.09022504213603,2.378009373502329,2
2025-11-17,XLU,Utilities,89.55999755859375,-0.1672071423584165,-2.1629925028739394,5.986660395904897,-1.5642568947192823,3
2025-11-17,XLK,Technology,283.6499938964844,-3.194435533662343,-1.5753525474378471,8.47288009651015,-2.061077443305196,4
2025-11-17,XLI,Industrials,150.52000427246094,-2.411826431676312,-1.9541427283155444,-0.3087711085724587,-2.0914478393237745,5
2025-11-17,XLF,Financials,51.45000076293945,-3.307645840660789,-2.538359782815902,-3.080415686169113,-2.769145600169368,6
2025-11-17,XLP,Consumer Staples,76.7699966430664,-0.8523875235801337,-3.6279272987500666,-4.642482647123347,-2.7952653661990867,7
2025-11-17,XLB,Materials,85.44999694824219,-2.376330241131752,-3.913193910931601,-6.342855613774834,-3.452134809991646,8
2025-11-17,XLY,Consumer Discretionary,228.72000122070312,-4.520977538336634,-3.199592685648922,-1.5073726584714509,-3.5960081414552354,9
2025-11-17,XLRE,Real Estate,40.68000030517578,-2.446044218469634,-4.237286385257311,-2.7047469036686422,-3.699913735221008,10
2025-11-17,XLC,Communication Services,111.18000030517578,-2.6444804936685995,-4.353060608727766,0.0697342407826262,-3.840486574210016,11
2025-11-18,XLE,Energy,91.04000091552734,0.8753472748225466,5.017877900120316,4.0653872907057576,3.775118712530984,1
2025-11-18,XLV,Healthcare,152.58999633789062,-0.1505110426019973,5.140213053187592,11.8481078916699,3.552995824450715,2
2025-11-18,XLU,Utilities,89.22000122070312,-0.7784663728829355,-1.5340463307420338,5.349003407870967,-1.3073723433843043,3
2025-11-18,XLP,Consumer Staples,77.0999984741211,-0.284533395720965,-2.762015911362392,-3.6023038948360786,-2.018771156669964,4
2025-11-18,XLRE,Real Estate,40.83000183105469,-1.3052867168770743,-3.5891303372660888,-2.0670399035542464,-2.903977251149384,5
2025-11-18,XLF,Financials,51.369998931884766,-4.28544683348131,-2.579178119017833,-3.970361770806108,-3.091058733356876,6
2025-11-18,XLI,Industrials,149.85000610351562,-2.940600624445111,-3.2476747292865538,-1.7633358034452429,-3.1555524978341207,7
2025-11-18,XLB,Materials,85.5199966430664,-2.98355625330351,-3.4654022143933205,-6.521064180806091,-3.320848426066377,8
2025-11-18,XLC,Communication Services,111.80999755859376,-1.5236950352155665,-4.149167513050911,1.0810275431239802,-3.361525769700307,9
2025-11-18,XLK,Technology,278.8900146484375,-5.11363571470177,-3.277374561099456,6.166007427592124,-3.8282529071801497,10
2025-11-18,XLY,Consumer Discretionary,224.5,-5.648483778895441,-6.133711703498324,-3.7672355777894073,-5.988143326117458,11
2025-11-19,XLV,Healthcare,152.3300018310547,-0.2684323997407034,4.364205826377443,11.722748139716632,2.974414358541999,1
2025-11-19,XLE,Energy,89.87999725341797,-0.6631366945784367,2.3690138147649087,1.5994073458243108,1.459368661961905,2
2025-11-19,XLI,Industrials,150.35000610351562,-1.0855223003186645,-1.6484523413113794,-1.422674228170917,-1.4795733290135649,3
2025-11-19,XLU,Utilities,88.47000122070312,-0.2368054620545567,-2.1349560537598844,4.438929659350444,-1.565510876248286,4
2025-11-19,XLK,Technology,280.9700012207031,-1.960987888272803,-1.5832390515552408,6.383464272871908,-1.6965637025705094,5
2025-11-19,XLF,Financials,51.56999969482422,-2.661381388438933,-1.6402834357158391,-3.79366525935454,-1.9466128215327672,6
2025-11-19,XLB,Materials,85.73999786376953,-2.0897588642595943,-2.9211977354726804,-6.514512066061751,-2.6717660741087546,7
2025-11-19,XLC,Communication Services,111.19000244140624,-0.6611255800517579,-3.848146810558117,0.3487581459928446,-2.892040441406209,8
2025-11-19,XLP,Consumer Staples,76.51000213623047,-1.0475912594293146,-4.050659410672786,-4.624209177906424,-3.1497389652997443,9
2025-11-19,XLRE,Real Estate,40.5099983215332,-0.7837460082553704,-4.7719853086631625,-3.249129015094643,-3.575513518540825,10
2025-11-19,XLY,Consumer Discretionary,224.509994506836,-3.2284506436051963,-5.3898054700539655,-3.7835366675063153,-4.741399022119334,11
2025-11-20,XLV,Healthcare,151.4199981689453,-0.2700412679738972,3.683925725928772,11.49490156141788,2.497735627757971,1
2025-11-20,XLE,Energy,88.86000061035156,-3.4340318930591307,-0.1236378653954317,-0.3133604423952385,-1.1167560736945414,2
2025-11-20,XLU,Utilities,88.04000091552734,-0.8111775612601457,-2.5351498606303147,4.729556003995117,-2.017958170819264,3
2025-11-20,XLP,Consumer Staples,77.05999755859375,-0.2588720840106306,-2.885949539462429,-3.328199087627337,-2.0978263028268893,4
2025-11-20,XLF,Financials,51.11000061035156,-2.5548143624331776,-2.7217363537448414,-4.775760518590577,-2.671659756351342,5
2025-11-20,XLC,Communication Services,109.97000122070312,-1.2215939890267702,-4.581343843207697,-1.1257705391592765,-3.573418886953419,6
2025-11-20,XLRE,Real Estate,40.369998931884766,-1.416365861413127,-5.011767219094665,-3.3314656252808827,-3.933146811790203,7
2025-11-20,XLI,Industrials,147.8300018310547,-2.749814371970971,-4.490242281337842,-3.245497626923921,-3.968113908527781,8
2025-11-20,XLB,Materials,84.45999908447266,-2.6622077307390746,-5.504585276497275,-7.910142033624156,-4.651872012769815,9
2025-11-20,XLK,Technology,272.17999267578125,-5.542252840178863,-5.849390804358667,2.2472326174256763,-5.7572494151047255,10
2025-11-20,XLY,Consumer Discretionary,221.1199951171875,-4.231454068295593,-7.236649055397915,-5.39824559433606,-6.3350905592672175,11
2025-11-21,XLV,Healthcare,154.66000366210938,1.9512239772009328,5.909747966139145,13.051961885471265,4.722190769457681,1
2025-11-21,XLE,Energy,89.41999816894531,-1.0183730421067572,1.5328698521619666,-0.2289282068782983,0.7674969838813495,2
2025-11-21,XLP,Consumer Staples,77.9000015258789,1.4719355636634068,-1.5046085056418357,-2.90348793034505,-0.6116452848502629,3
2025-11-21,XLF,Financials,51.66999816894531,0.4275945631556199,-2.711358359739091,-3.982053372163064,-1.7696724828706776,4
2025-11-21,XLB,Materials,86.3499984741211,1.053249336479256,-2.9884323090322185,-5.982034185188545,-1.775927815378776,5
2025-11-21,XLC,Communication Services,111.9000015258789,0.6475995851113581,-3.158806948922344,0.8082069269263137,-2.016884988712233,6
2025-11-21,XLI,Industrials,149.6300048828125,-0.5912831280800557,-3.408429833113713,-1.159000106640995,-2.563285821603616,7
2025-11-21,XLRE,Real Estate,40.900001525878906,0.5408092897067451,-4.1031651521469374,-2.594732586556192,-2.7099728195908326,8
2025-11-21,XLU,Utilities,88.1500015258789,-1.574359168324413,-3.545243336697645,5.245928847029369,-2.953978086185676,9
2025-11-21,XLY,Consumer Discretionary,225.5,-1.4078354335071874,-5.116554521053418,-2.5210458733980534,-4.003938794789549,10
2025-11-21,XLK,Technology,273.239990234375,-3.6666280767729487,-6.92826393766588,4.245048623087122,-5.949773179398,11
2025-11-24,XLV,Healthcare,155.25999450683594,1.7497858529552213,6.073648757404748,13.383283053403394,4.776489886069889,1
2025-11-24,XLE,Energy,89.16999816894531,-2.075553964771737,1.0081551902526351,-0.6507514378737089,0.0830424437453236,2
2025-11-24,XLB,Materials,86.5199966430664,1.169317164702055,-2.7537423221554502,-5.087250504951257,-1.5768244760981984,3
2025-11-24,XLF,Financials,51.88999938964844,1.0122648794546052,-2.7001732457614835,-2.853486697771768,-1.5864418081966567,4
2025-11-24,XLU,Utilities,89.1500015258789,-0.0784574017781758,-2.717151768172965,6.794493330067519,-1.925543458254528,5
2025-11-24,XLP,Consumer Staples,77.0,-0.12969970959813,-2.802324143518131,-3.870581649738402,-2.000536813342131,6
2025-11-24,XLC,Communication Services,113.01000213623048,1.07325337969697,-3.5421657529540185,1.9821335613059647,-2.1575400131587217,7
2025-11-24,XLI,Industrials,150.0,0.1000960229396108,-3.716537348774762,0.0396682359602662,-2.57154733726045,8
2025-11-24,XLRE,Real Estate,40.959999084472656,0.3183865970809219,-4.164722798527498,-0.7631063478270694,-2.8197899798449715,9
2025-11-24,XLY,Consumer Discretionary,228.509994506836,1.786189089904644,-5.214039832730554,-0.4769197592008445,-3.1139711559399945,10
2025-11-24,XLK,Technology,279.7099914550781,0.2436987702957083,-6.451507874555807,7.80195805814472,-4.442945881100352,11
2025-11-25,XLV,Healthcare,158.77000427246094,4.227665176915507,9.157791408520024,16.497040256784643,7.678753539038668,1
2025-11-25,XLE,Energy,88.61000061035156,-1.4129914128564458,1.4308607958639197,0.9901289700611882,0.57770513324781,2
2025-11-25,XLP,Consumer Staples,78.05999755859375,2.025872930448269,-0.4717617558872011,-2.474678301162103,0.2775286500134399,3
2025-11-25,XLF,Financials,52.540000915527344,1.9006972772191988,-0.8492182462457198,-1.4711038311395086,-0.0242435892062442,4
2025-11-25,XLRE,Real Estate,41.290000915527344,1.925456989168839,-1.1964584566788616,0.3017041027606471,-0.2598838229245515,5
2025-11-25,XLB,Materials,87.80999755859375,2.414275421505363,-1.4367480434528623,-3.015605146342016,-0.2814410039653947,6
2025-11-25,XLC,Communication Services,114.3000030517578,2.797014607487247,-1.9557374708236817,1.4493450413875175,-0.5299118473304032,7
2025-11-25,XLU,Utilities,88.80999755859375,0.3843069212155381,-1.4645509098516696,6.653702633581871,-0.9098935605315072,8
2025-11-25,XLI,Industrials,151.9199981689453,1.0442248099070683,-1.7843254703412414,1.834211253055673,-0.9357603862667484,9
2025-11-25,XLY,Consumer Discretionary,233.3999938964844,3.959734358007716,-3.2097559561892863,1.2434607691155453,-1.0589088619301856,10
2025-11-25,XLK,Technology,280.45001220703125,-0.1850692285342625,-7.123453390098156,7.446119310060584,-5.041938141628988,11
